# args: {'layout': '14d', 'policy': '/home/waldo/soccerbot/model4/pretrained_model', 'device': None, 'iface': 'enp5s0', 'camera': 'zmq://192.168.123.164:55555', 'fps': 30.0, 'duration': 60.0, 'kp': 60.0, 'kd': 1.5, 'clamp': 0.01, 'log': None, 'rerun': False, 'no_rerun': True, 'record_path': None, 'no_display': False, 'dry_run': False, 'image_no_motors': False, 'leave_arms_engaged': False}
t,step,cam_ms,policy_ms,loop_ms,clamp_hits,max_target_gap,target_kLeftShoulderPitch,target_kLeftShoulderRoll,target_kLeftShoulderYaw,target_kLeftElbow,target_kLeftWristRoll,target_kLeftWristPitch,target_kLeftWristYaw,target_kRightShoulderPitch,target_kRightShoulderRoll,target_kRightShoulderYaw,target_kRightElbow,target_kRightWristRoll,target_kRightWristPitch,target_kRightWristYaw,cmd_kLeftShoulderPitch,cmd_kLeftShoulderRoll,cmd_kLeftShoulderYaw,cmd_kLeftElbow,cmd_kLeftWristRoll,cmd_kLeftWristPitch,cmd_kLeftWristYaw,cmd_kRightShoulderPitch,cmd_kRightShoulderRoll,cmd_kRightShoulderYaw,cmd_kRightElbow,cmd_kRightWristRoll,cmd_kRightWristPitch,cmd_kRightWristYaw,imu.gyro_x,imu.gyro_y,imu.gyro_z,imu.pitch,imu.roll,imu.yaw,kLeftAnklePitch.dq,kLeftAnklePitch.q,kLeftAnklePitch.tau,kLeftAnkleRoll.dq,kLeftAnkleRoll.q,kLeftAnkleRoll.tau,kLeftElbow.dq,kLeftElbow.q,kLeftElbow.tau,kLeftHipPitch.dq,kLeftHipPitch.q,kLeftHipPitch.tau,kLeftHipRoll.dq,kLeftHipRoll.q,kLeftHipRoll.tau,kLeftHipYaw.dq,kLeftHipYaw.q,kLeftHipYaw.tau,kLeftKnee.dq,kLeftKnee.q,kLeftKnee.tau,kLeftShoulderPitch.dq,kLeftShoulderPitch.q,kLeftShoulderPitch.tau,kLeftShoulderRoll.dq,kLeftShoulderRoll.q,kLeftShoulderRoll.tau,kLeftShoulderYaw.dq,kLeftShoulderYaw.q,kLeftShoulderYaw.tau,kLeftWristPitch.dq,kLeftWristPitch.q,kLeftWristPitch.tau,kLeftWristRoll.dq,kLeftWristRoll.q,kLeftWristRoll.tau,kLeftWristYaw.dq,kLeftWristYaw.q,kLeftWristYaw.tau,kRightAnklePitch.dq,kRightAnklePitch.q,kRightAnklePitch.tau,kRightAnkleRoll.dq,kRightAnkleRoll.q,kRightAnkleRoll.tau,kRightElbow.dq,kRightElbow.q,kRightElbow.tau,kRightHipPitch.dq,kRightHipPitch.q,kRightHipPitch.tau,kRightHipRoll.dq,kRightHipRoll.q,kRightHipRoll.tau,kRightHipYaw.dq,kRightHipYaw.q,kRightHipYaw.tau,kRightKnee.dq,kRightKnee.q,kRightKnee.tau,kRightShoulderPitch.dq,kRightShoulderPitch.q,kRightShoulderPitch.tau,kRightShoulderRoll.dq,kRightShoulderRoll.q,kRightShoulderRoll.tau,kRightShoulderYaw.dq,kRightShoulderYaw.q,kRightShoulderYaw.tau,kRightWristPitch.dq,kRightWristPitch.q,kRightWristPitch.tau,kRightWristRoll.dq,kRightWristRoll.q,kRightWristRoll.tau,kRightWristYaw.dq,kRightWristYaw.q,kRightWristYaw.tau,kWaistYaw.dq,kWaistYaw.q,kWaistYaw.tau,mode_machine
0.3297,0,6.4,322.5,329.3,12,0.4606,0.1092,0.25521,-0.23833,1.44376,0.21183,0.00475,-0.11516,0.13039,-0.20469,0.15465,1.44686,-0.15425,0.24566,-0.0148,0.26821,0.2043,-0.0181,0.9986,0.11384,0.04169,-0.05197,0.26797,-0.20469,0.01557,0.99624,-0.15425,0.04934,0.00781,-0.00533,0.00213,-0.01704,0.03334,0.00803,-0.05681,-0.00495,-0.21769,2.48398,-0.01556,-0.01017,-0.32861,0.02608,0.98875,-0.5,-0.01854,-0.25582,-5.88867,-0.00545,0.0169,-0.70312,-0.00171,-0.00303,1.2864,-0.01745,0.46752,-3.25195,0.00614,0.27823,0.5,-0.05062,0.19408,1.0,-0.0046,-0.0081,0.125,0.0,0.05176,-0.125,-0.04755,0.10363,-0.25,0.0,-0.04209,-0.1375,-0.00387,-0.22204,7.16651,0.0101,0.01565,-3.02743,0.00614,0.98625,-0.25,-0.00982,-0.22346,6.5918,0.01745,-0.01424,-4.13086,-0.00686,0.00221,2.62873,-0.00109,0.41064,0.61523,-0.00307,0.27795,0.6875,-0.00614,-0.1969,-1.5,0.00307,0.00558,0.0625,-0.00614,0.03937,0.0,-0.01534,-0.14928,-0.0625,0.00614,0.01783,0.01875,-0.03085,-0.00165,-0.16779,5.0
0.3416,1,4.7,6.6,11.8,12,0.45978,0.10958,0.26544,-0.23806,1.4415,0.21295,0.00485,-0.10901,0.13264,-0.21356,0.15508,1.44622,-0.15355,0.24057,-0.02092,0.25821,0.2143,-0.0281,1.0086,0.12384,0.03169,-0.06197,0.25797,-0.21356,0.02557,1.00624,-0.15355,0.05934,-0.00219,-0.00107,-0.00533,-0.01065,0.03337,0.00802,-0.05691,-0.00109,-0.21771,2.12936,-0.00183,-0.01017,-0.32662,0.00614,0.9905,0.0,-0.036,-0.25583,-5.80078,0.00654,0.0169,-0.61523,0.00514,-0.00304,1.2864,0.01527,0.46746,-3.7793,-0.03375,0.27788,-0.1875,-0.01381,0.18834,0.9375,-0.01074,-0.00819,-0.25,-0.05522,0.052,-0.5875,0.0046,0.10062,0.4375,-0.04909,-0.04385,-0.48125,0.00103,-0.22206,6.81067,0.00548,0.01562,-3.13526,0.02454,0.98643,0.375,-0.00982,-0.22347,6.32812,-0.00764,-0.01421,-3.95508,-0.00857,0.00221,2.62873,0.02291,0.41049,0.35156,-0.02915,0.27737,0.0,0.0092,-0.19685,-0.875,0.01687,0.00562,0.5625,0.0675,0.03964,0.55,-0.00307,-0.14924,-0.375,-0.0675,0.01793,-0.54375,0.012,-0.00161,-0.16779,5.0
0.3882,2,3.5,20.2,24.9,12,0.44525,0.11131,0.2697,-0.23743,1.4416,0.21298,0.00471,-0.10557,0.13408,-0.21856,0.15501,1.44767,-0.15133,0.23653,-0.02607,0.24821,0.2243,-0.0381,1.0186,0.13384,0.02169,-0.07197,0.24797,-0.21856,0.03557,1.01624,-0.15133,0.06934,-0.01219,-0.00639,-0.02663,-0.01065,0.03322,0.00803,-0.05702,-0.00433,-0.21771,2.04043,-2e-05,-0.01019,-0.27368,0.54303,1.00615,-0.6875,-0.01527,-0.25582,-5.88867,-0.00545,0.01689,-0.79102,0.00686,-0.00304,1.2864,0.00109,0.46748,-3.60352,-0.27151,0.26661,-0.1875,0.09204,0.18897,1.1875,-0.26078,-0.01506,-0.25,-0.15953,0.04479,-0.575,0.27151,0.11233,0.125,-0.33748,-0.05269,-0.10625,0.00479,-0.22205,6.63315,0.0082,0.01564,-3.13681,0.57064,1.00242,-0.4375,0.02073,-0.22345,6.06445,0.00109,-0.01419,-4.04297,-0.00686,0.00221,2.68466,0.00654,0.41054,0.0,-0.44639,0.26689,0.1875,-0.02301,-0.19666,-1.0625,0.53536,0.01855,-0.1875,0.19635,0.05018,0.30625,-0.01534,-0.15038,-0.3125,-0.25771,0.00724,-0.15625,-0.00857,-0.00173,-0.16779,5.0
0.4303,3,6.3,26.5,33.7,12,0.42838,0.11136,0.27288,-0.23735,1.4403,0.21232,0.00536,-0.10235,0.1366,-0.22274,0.15328,1.44515,-0.14969,0.23625,-0.02897,0.23821,0.2343,-0.0481,1.0286,0.14384,0.01169,-0.08197,0.23797,-0.22274,0.04557,1.02624,-0.14969,0.07934,-0.02219,-0.0032,-0.00533,0.0032,0.03273,0.0081,-0.05692,-0.00268,-0.2177,1.86313,0.00456,-0.01017,-0.27268,0.49701,1.02011,-0.875,-0.03491,-0.25584,-5.97656,-0.01309,0.01689,-0.79102,0.0,-0.00308,1.2864,0.02073,0.46753,-3.7793,-0.54917,0.25652,0.0625,0.0859,0.19102,1.6875,-0.45252,-0.02555,0.0,-0.3927,0.03916,-0.49375,0.43258,0.12082,0.0625,-0.22703,-0.05932,-0.46875,0.0011,-0.22205,6.54478,-0.00184,0.01562,-3.08521,0.34668,1.01678,-0.3125,0.02509,-0.22347,6.06445,0.01745,-0.01422,-4.13086,-0.00171,0.00221,2.74059,0.00545,0.41056,-0.17578,-0.24697,0.25548,0.0,-0.01074,-0.19558,-1.5,0.46633,0.02829,-0.0625,0.2393,0.0625,0.09375,0.00153,-0.15016,-0.1875,-0.41724,-0.00116,0.03125,0.06857,-0.00119,-0.27965,5.0
0.4505,4,8.5,10.6,20.0,11,0.41971,0.11124,0.28263,-0.23691,1.43777,0.2133,0.00553,-0.09643,0.13753,-0.23187,0.15219,1.44402,-0.14934,0.23184,-0.03478,0.22821,0.2443,-0.0581,1.0386,0.15384,0.00553,-0.09197,0.22797,-0.23187,0.05557,1.03624,-0.14934,0.08934,-0.03219,-0.00107,-0.00107,-0.01917,0.03248,0.00808,-0.05684,0.0,-0.21771,1.77475,0.0,-0.01019,-0.32464,0.25311,1.02807,-0.375,-0.01963,-0.25588,-5.97656,-0.02727,0.01684,-0.79102,0.0,-0.003,1.23047,-0.00109,0.46757,-3.86719,-0.44792,0.24961,-0.25,0.03068,0.1937,2.25,-0.27305,-0.03256,-0.4375,-0.34975,0.03142,-0.7625,0.28379,0.12841,0.4375,-0.3068,-0.06826,-0.35,0.00492,-0.22207,6.36647,-0.00644,0.01559,-3.1915,0.26691,1.0243,-0.0625,0.00545,-0.22349,6.06445,0.00218,-0.01429,-4.13086,0.00686,0.00224,2.74059,0.0,0.41061,-0.08789,-0.34054,0.24653,0.0625,-0.00767,-0.19504,-1.8125,0.37429,0.03771,0.125,0.19021,0.07176,0.15,0.06136,-0.14996,-0.1875,-0.36202,-0.00774,-0.2875,-0.01543,-0.00088,-0.16779,5.0
0.4878,5,3.7,18.9,23.9,11,0.41508,0.11402,0.29534,-0.23351,1.43796,0.21208,0.00682,-0.08868,0.1422,-0.24481,0.14824,1.44813,-0.14412,0.22297,-0.04397,0.21821,0.2543,-0.0681,1.0486,0.16384,0.00682,-0.08868,0.21797,-0.24187,0.06557,1.04624,-0.14412,0.09934,-0.04219,-0.00213,-0.01172,-0.02876,0.03247,0.00805,-0.05692,0.00054,-0.21771,1.77475,-0.00091,-0.01019,-0.32464,0.43258,1.03602,-0.5,0.00109,-0.25586,-6.06445,-0.01636,0.01684,-0.70312,0.0,-0.00299,1.2864,0.00327,0.46756,-3.95508,-0.41724,0.23919,-0.1875,0.30526,0.19826,2.1875,-0.59212,-0.04415,0.0625,-0.3252,0.02287,-0.55,0.38656,0.14029,0.125,-0.36816,-0.07759,-0.31875,-0.00163,-0.22209,6.36647,0.00093,0.01557,-3.1915,0.46633,1.03305,-0.25,-0.00327,-0.22347,5.97656,0.00873,-0.01432,-4.04297,0.0,0.00221,2.68466,0.0,0.41063,-0.17578,-0.37276,0.23654,0.1875,-0.02148,-0.19524,-2.3125,0.51695,0.04855,-0.0625,0.3068,0.08031,0.10625,0.02148,-0.14956,-0.125,-0.41111,-0.01711,-0.2875,-0.00343,-0.00103,-0.16779,5.0
0.521,6,4.2,18.8,23.4,9,0.40308,0.11524,0.3004,-0.23296,1.43541,0.21257,0.00647,-0.08373,0.14321,-0.25058,0.14869,1.44576,-0.14399,0.21833,-0.04891,0.20821,0.2643,-0.0781,1.0586,0.17384,0.00647,-0.08373,0.20797,-0.25058,0.07557,1.05624,-0.14399,0.10934,-0.04891,0.00426,0.01491,0.00746,0.03265,0.00807,-0.05671,0.00212,-0.21771,1.77475,-0.0073,-0.01022,-0.32464,0.2301,1.04417,-0.1875,-0.02073,-0.25587,-6.06445,0.00218,0.01683,-0.70312,0.02914,-0.00312,1.2864,-0.00764,0.46756,-3.95508,-0.5461,0.23126,-0.1875,0.21016,0.20504,2.5,-0.37736,-0.05293,-0.25,-0.30066,0.01615,-0.15,0.32981,0.14871,0.3125,-0.04295,-0.08721,-0.03125,0.00055,-0.22208,6.36647,-0.00092,0.01558,-3.1915,0.37276,1.04269,-0.1875,-0.00218,-0.2235,5.88867,0.02509,-0.01422,-4.04297,-0.00343,0.00221,2.68466,0.0,0.41063,-0.08789,-0.34975,0.22621,0.1875,-0.1534,-0.19622,-2.625,0.63967,0.06157,-0.4375,0.25771,0.09102,0.125,0.14113,-0.14834,0.0,-0.41111,-0.02916,-0.18125,0.0,-0.00099,-0.22372,5.0
0.5437,7,3.8,8.3,12.6,10,0.39287,0.11507,0.31383,-0.23218,1.43556,0.21285,0.00691,-0.07797,0.14561,-0.26271,0.14673,1.44703,-0.14149,0.21561,-0.05852,0.19821,0.2743,-0.0881,1.0686,0.18384,0.00691,-0.07797,0.19797,-0.26058,0.08557,1.06624,-0.14149,0.11934,-0.05852,-0.00959,0.00746,-0.01917,0.03273,0.00811,-0.05669,0.00328,-0.2177,1.86313,0.0055,-0.01019,-0.27268,0.38196,1.05359,-0.375,0.00654,-0.25587,-6.06445,0.0,0.01685,-0.70312,0.00343,-0.00319,1.2864,-0.00654,0.46753,-3.7793,-0.63967,0.21924,0.0625,0.27305,0.21327,2.5,-0.63353,-0.06951,0.5,-0.17181,0.0114,-0.05625,0.47093,0.15909,0.0625,0.07363,-0.08741,0.075,0.00105,-0.22207,6.54478,0.00365,0.01559,-3.08521,0.3835,1.05416,-0.25,-0.01527,-0.22352,5.97656,0.0,-0.01421,-4.04297,0.01028,0.00221,2.68466,0.01091,0.41057,-0.08789,-0.34361,0.21451,0.1875,-0.17181,-0.19818,-3.0,0.53996,0.06921,-0.125,0.39884,0.09935,0.0,0.04449,-0.14754,0.0,-0.26384,-0.036,-0.31875,-0.00514,-0.00087,-0.22372,5.0
0.6023,8,5.2,31.7,37.8,9,0.38298,0.116,0.31605,-0.23238,1.4356,0.21431,0.00693,-0.07508,0.14836,-0.26667,0.14464,1.44819,-0.13898,0.21205,-0.0617,0.18821,0.2843,-0.0981,1.0786,0.19384,0.00693,-0.07508,0.18797,-0.26667,0.09557,1.07624,-0.13898,0.12934,-0.0617,-0.00107,0.01065,-0.02663,0.03294,0.00806,-0.05676,0.00108,-0.2177,1.86313,1e-05,-0.01018,-0.27268,0.33287,1.06818,-0.5625,-0.00545,-0.25589,-6.06445,0.00764,0.01686,-0.70312,0.012,-0.00311,1.2864,-0.00873,0.4675,-3.86719,-0.36049,0.20553,-0.125,0.25157,0.22262,2.5625,-0.3206,-0.08331,0.3125,0.02454,0.01058,-0.30625,0.34361,0.17236,0.0625,0.07363,-0.08389,0.2125,0.00376,-0.22209,6.54478,0.00272,0.0156,-3.08521,0.34668,1.06521,-0.25,-0.00218,-0.22352,5.97656,0.02618,-0.0142,-4.04297,0.012,0.00222,2.74059,-0.00764,0.41056,0.17578,-0.40497,0.20123,0.5,-0.20862,-0.20452,-3.1875,0.2347,0.08448,-0.125,0.22089,0.11317,0.05625,0.01534,-0.1467,0.0625,-0.18408,-0.04843,-0.3,0.01028,-0.00115,-0.22372,5.0
0.633,9,7.2,22.0,30.5,9,0.37778,0.11539,0.31774,-0.23263,1.4362,0.21604,0.00736,-0.07523,0.14767,-0.26632,0.14573,1.44799,-0.14128,0.21153,-0.06167,0.17821,0.2943,-0.1081,1.0886,0.20384,0.00736,-0.07523,0.17797,-0.26632,0.10557,1.08624,-0.14128,0.13934,-0.06167,-0.01172,0.02131,-0.02344,0.03333,0.00799,-0.05686,-0.00537,-0.21772,2.12936,0.00728,-0.01018,-0.32662,0.0675,1.07083,0.25,0.012,-0.25605,-5.88867,0.00218,0.01687,-0.61523,-0.00514,-0.00304,1.2864,0.00764,0.46749,-3.51562,-0.30986,0.19341,0.0,0.25771,0.23115,2.625,-0.11505,-0.08789,-0.3125,-0.01227,0.01005,-0.1875,0.12885,0.17877,0.5,0.11658,-0.08243,0.25,-0.00271,-0.22207,6.81067,0.00094,0.0156,-3.13526,0.07517,1.0702,0.4375,0.0,-0.22354,6.41602,0.00218,-0.01427,-4.04297,-0.00171,0.00221,2.68466,-0.03054,0.41032,0.61523,-0.1672,0.19286,0.0625,-0.33594,-0.21297,-2.875,0.13346,0.08642,0.5,0.31293,0.11783,0.28125,0.03835,-0.1463,0.25,-0.12272,-0.05219,-0.34375,-0.012,-0.00134,-0.16779,5.0
