# args: {'layout': '14d', 'policy': 'ajkoder/g1-pickup-ball-act', 'device': None, 'iface': 'enp5s0', 'camera': 'zmq://192.168.123.164:55555', 'fps': 30.0, 'duration': 60.0, 'kp': 60.0, 'kd': 1.5, 'clamp': 0.002, 'log': None, 'rerun': False, 'no_rerun': True, 'record_path': None, 'no_display': False, 'dry_run': False, 'image_no_motors': False, 'leave_arms_engaged': False}
t,step,cam_ms,policy_ms,loop_ms,clamp_hits,max_target_gap,target_kLeftShoulderPitch,target_kLeftShoulderRoll,target_kLeftShoulderYaw,target_kLeftElbow,target_kLeftWristRoll,target_kLeftWristPitch,target_kLeftWristYaw,target_kRightShoulderPitch,target_kRightShoulderRoll,target_kRightShoulderYaw,target_kRightElbow,target_kRightWristRoll,target_kRightWristPitch,target_kRightWristYaw,cmd_kLeftShoulderPitch,cmd_kLeftShoulderRoll,cmd_kLeftShoulderYaw,cmd_kLeftElbow,cmd_kLeftWristRoll,cmd_kLeftWristPitch,cmd_kLeftWristYaw,cmd_kRightShoulderPitch,cmd_kRightShoulderRoll,cmd_kRightShoulderYaw,cmd_kRightElbow,cmd_kRightWristRoll,cmd_kRightWristPitch,cmd_kRightWristYaw,imu.gyro_x,imu.gyro_y,imu.gyro_z,imu.pitch,imu.roll,imu.yaw,kLeftAnklePitch.dq,kLeftAnklePitch.q,kLeftAnklePitch.tau,kLeftAnkleRoll.dq,kLeftAnkleRoll.q,kLeftAnkleRoll.tau,kLeftElbow.dq,kLeftElbow.q,kLeftElbow.tau,kLeftHipPitch.dq,kLeftHipPitch.q,kLeftHipPitch.tau,kLeftHipRoll.dq,kLeftHipRoll.q,kLeftHipRoll.tau,kLeftHipYaw.dq,kLeftHipYaw.q,kLeftHipYaw.tau,kLeftKnee.dq,kLeftKnee.q,kLeftKnee.tau,kLeftShoulderPitch.dq,kLeftShoulderPitch.q,kLeftShoulderPitch.tau,kLeftShoulderRoll.dq,kLeftShoulderRoll.q,kLeftShoulderRoll.tau,kLeftShoulderYaw.dq,kLeftShoulderYaw.q,kLeftShoulderYaw.tau,kLeftWristPitch.dq,kLeftWristPitch.q,kLeftWristPitch.tau,kLeftWristRoll.dq,kLeftWristRoll.q,kLeftWristRoll.tau,kLeftWristYaw.dq,kLeftWristYaw.q,kLeftWristYaw.tau,kRightAnklePitch.dq,kRightAnklePitch.q,kRightAnklePitch.tau,kRightAnkleRoll.dq,kRightAnkleRoll.q,kRightAnkleRoll.tau,kRightElbow.dq,kRightElbow.q,kRightElbow.tau,kRightHipPitch.dq,kRightHipPitch.q,kRightHipPitch.tau,kRightHipRoll.dq,kRightHipRoll.q,kRightHipRoll.tau,kRightHipYaw.dq,kRightHipYaw.q,kRightHipYaw.tau,kRightKnee.dq,kRightKnee.q,kRightKnee.tau,kRightShoulderPitch.dq,kRightShoulderPitch.q,kRightShoulderPitch.tau,kRightShoulderRoll.dq,kRightShoulderRoll.q,kRightShoulderRoll.tau,kRightShoulderYaw.dq,kRightShoulderYaw.q,kRightShoulderYaw.tau,kRightWristPitch.dq,kRightWristPitch.q,kRightWristPitch.tau,kRightWristRoll.dq,kRightWristRoll.q,kRightWristRoll.tau,kRightWristYaw.dq,kRightWristYaw.q,kRightWristYaw.tau,kWaistYaw.dq,kWaistYaw.q,kWaistYaw.tau,mode_machine
0.2916,0,8.4,281.7,290.6,14,0.32484,0.05171,0.24402,-0.25377,1.39923,0.29116,-0.06918,-0.03251,0.04332,-0.20296,0.20113,1.37648,-0.26261,0.25053,-0.01678,0.19562,0.21895,-0.09016,1.07612,0.22401,-0.00012,0.0793,0.19192,-0.21688,0.08474,1.08075,-0.19386,0.07065,-0.08668,-0.00746,0.00213,0.00533,0.00666,0.0049,0.06229,0.00216,-0.24112,2.66798,-0.00367,0.0119,-0.83056,0.02301,1.07439,-0.3125,-0.00436,-0.25007,-5.625,-0.00873,-0.00259,2.10938,-0.00171,0.00135,0.11186,0.0,0.5092,-9.58008,-0.04909,0.19721,-0.0625,-0.00614,0.21694,1.0,-0.02301,-0.08835,0.0625,-0.01227,0.0018,-0.425,0.04755,0.22248,-0.0625,-0.00614,0.08142,0.075,0.0,-0.26913,7.69417,0.0,0.01528,-2.94388,0.0092,1.0788,-0.0625,0.00545,-0.17832,3.16406,0.0,0.01391,-7.82227,-0.00686,0.00125,3.02024,0.00982,0.43251,-7.03125,-0.05369,0.19346,0.3125,-0.0046,-0.21888,-1.375,0.0,0.08274,0.0,0.00614,0.06868,0.0,-0.00153,-0.19195,-0.5,-0.02454,-0.08886,-0.0875,0.00686,-0.00185,-0.16779,5.0
0.3042,1,5.0,7.1,12.6,14,0.32415,0.05133,0.24928,-0.25327,1.39935,0.29009,-0.07061,-0.02794,0.04414,-0.20833,0.20224,1.3775,-0.2616,0.24575,-0.02065,0.19362,0.22095,-0.09216,1.07812,0.22601,-0.00212,0.0773,0.18992,-0.21488,0.08674,1.08275,-0.19586,0.07265,-0.08468,-0.0032,-0.01172,-0.00639,0.00757,0.00501,0.06258,0.00595,-0.24109,3.37892,-0.00641,0.01194,-0.82928,0.03375,1.0752,-0.125,0.0,-0.25039,-5.36133,-0.00218,-0.00256,2.02148,-0.00343,0.00133,0.11186,-0.00764,0.50915,-9.05273,0.00153,0.19624,-0.1875,-0.08897,0.21562,0.125,0.00614,-0.08902,0.0625,0.05522,0.00087,-0.15,0.01074,0.22299,-0.0625,-0.10431,0.08127,0.0,0.00214,-0.26911,8.41328,-2e-05,0.01529,-2.83376,0.03375,1.0831,0.0,-0.00109,-0.17852,3.86719,0.012,0.01396,-7.73438,0.01714,0.00121,2.96431,0.00545,0.43229,-6.24023,-0.00767,0.19365,0.125,0.11198,-0.21853,-0.1875,0.02915,0.08325,0.1875,0.03682,0.06923,0.10625,0.01381,-0.19274,-0.1875,0.09204,-0.08868,0.01875,-0.00686,-0.00213,-0.16779,5.0
0.3433,2,3.4,14.0,18.0,13,0.32122,0.05295,0.25457,-0.25243,1.40055,0.28933,-0.07341,-0.02359,0.04504,-0.21355,0.20099,1.37973,-0.25821,0.24106,-0.02597,0.19162,0.22295,-0.09416,1.08012,0.22801,-0.00412,0.0753,0.18792,-0.21355,0.08874,1.08475,-0.19786,0.07465,-0.08268,0.00213,-0.00639,-0.00426,0.0074,0.00499,0.06265,0.00055,-0.24107,3.37892,-0.00826,0.01192,-0.82928,0.19021,1.07934,-0.4375,-0.01745,-0.25034,-5.36133,-0.00327,-0.00256,2.02148,-0.00686,0.0013,0.11186,-0.00764,0.50915,-9.14062,-0.10584,0.19438,-0.0625,-0.0813,0.21337,0.4375,-0.00767,-0.08872,-0.0625,0.0,0.00183,-0.28125,0.01227,0.22312,0.0,-0.03068,0.08003,-0.1625,-0.00265,-0.26911,8.41328,-0.00275,0.01528,-2.83376,0.13806,1.08657,-0.25,0.0,-0.17847,3.7793,0.00109,0.01395,-7.73438,-0.00343,0.00119,2.90838,-0.00327,0.43231,-6.24023,-0.09511,0.19162,0.1875,0.19021,-0.21377,-0.4375,0.01534,0.08354,0.3125,0.07363,0.07071,0.05625,0.01381,-0.19227,-0.375,0.0,-0.08798,0.2125,0.00171,-0.00213,-0.16779,5.0
0.3813,3,4.0,17.5,22.6,14,0.31758,0.05455,0.26136,-0.25013,1.40075,0.28877,-0.07365,-0.01797,0.04963,-0.22033,0.19782,1.37875,-0.25622,0.23711,-0.03212,0.18962,0.22495,-0.09616,1.08212,0.23001,-0.00612,0.0733,0.18592,-0.21555,0.09074,1.08675,-0.19986,0.07665,-0.08068,0.00959,-0.01704,-0.01704,0.00726,0.00493,0.06257,-0.00055,-0.2411,3.02345,0.00826,0.01191,-0.82992,0.12579,1.08317,-0.5,-0.02073,-0.25033,-5.44922,-0.01309,-0.00254,2.02148,-0.01028,0.00127,0.11186,-0.02945,0.50917,-9.05273,-0.02608,0.19345,-0.1875,-0.10431,0.21048,0.6875,-0.00614,-0.08901,-0.125,0.0,0.00238,-0.4125,0.02761,0.22376,0.0625,-0.07363,0.07882,-0.175,-0.00263,-0.26911,8.23373,-0.00459,0.01528,-2.83533,0.07977,1.08838,-0.125,0.0,-0.17849,3.51562,0.0,0.01404,-7.82227,0.00686,0.00121,2.96431,-0.00436,0.43232,-6.41602,-0.02301,0.19037,0.0,0.25004,-0.20745,-0.8125,0.15647,0.08456,0.1875,0.04909,0.07229,0.10625,-0.02608,-0.19273,-0.375,0.05522,-0.08714,0.2,-0.00686,-0.00213,-0.16779,5.0
0.4057,4,4.7,8.2,13.7,14,0.31176,0.05426,0.27058,-0.24991,1.39795,0.28776,-0.07497,-0.0091,0.05077,-0.22976,0.19764,1.37675,-0.25489,0.23163,-0.03888,0.18762,0.22695,-0.09816,1.08412,0.23201,-0.00812,0.0713,0.18392,-0.21755,0.09274,1.08875,-0.20186,0.07865,-0.07868,-0.00533,-0.00852,0.00426,0.0071,0.005,0.06277,0.00109,-0.2411,2.93421,-0.00551,0.0119,-0.67345,0.08897,1.08619,-0.5,-0.01309,-0.25034,-5.53711,-0.00654,-0.00254,1.93359,0.01714,0.00117,0.11186,-0.00764,0.50915,-9.31641,-0.07977,0.19225,-0.1875,-0.07056,0.20794,0.9375,-0.05216,-0.0894,-0.25,0.0,0.00232,-0.51875,0.01994,0.2245,0.125,-0.05522,0.07741,-0.1875,-0.00158,-0.26913,7.96395,-0.00276,0.01526,-2.8896,0.10278,1.09044,-0.25,0.0,-0.17849,3.51562,0.02509,0.0141,-7.82227,-0.00514,0.00107,3.07617,0.0,0.43238,-6.67969,-0.04602,0.18972,0.0,0.26998,-0.19865,-1.4375,0.21476,0.08825,0.0,0.04295,0.07289,0.175,-0.04602,-0.19323,-0.5,0.07363,-0.0853,0.175,0.00857,-0.00193,-0.22372,5.0
0.4509,5,4.4,20.2,25.4,14,0.30998,0.0561,0.28072,-0.24745,1.39824,0.28709,-0.07741,-0.00115,0.05526,-0.23951,0.19536,1.37773,-0.25176,0.22162,-0.04723,0.18562,0.22895,-0.10016,1.08612,0.23401,-0.01012,0.0693,0.18192,-0.21955,0.09474,1.09075,-0.20386,0.08065,-0.07668,-0.0,-0.00426,0.00639,0.00691,0.00502,0.06279,0.00432,-0.24109,2.75673,1e-05,0.0119,-0.77819,0.05983,1.08826,-0.5,-0.00436,-0.25034,-5.53711,0.00218,-0.00254,1.8457,0.02743,0.00115,0.11186,0.0,0.50915,-9.49219,-0.07363,0.19036,-0.1875,-0.00307,0.20764,1.0,-0.03682,-0.09116,-0.25,-0.01841,0.00176,-0.5875,0.03068,0.22571,0.1875,-0.12272,0.07457,-0.05625,0.0,-0.26912,7.96395,0.0,0.01527,-2.8896,0.12118,1.09325,-0.25,0.00109,-0.17849,3.42773,0.00764,0.01407,-7.82227,0.01371,0.00102,3.02024,0.00764,0.43241,-6.67969,-0.10584,0.18727,0.0625,0.21783,-0.1911,-2.0,0.17794,0.09494,-0.25,0.17181,0.07593,-0.05,-0.17948,-0.19683,-0.1875,0.25157,-0.08091,-0.16875,0.00514,-0.00189,-0.22372,5.0
0.4777,6,5.4,12.3,18.8,14,0.30362,0.05623,0.28879,-0.24732,1.39317,0.28726,-0.08021,0.00743,0.05699,-0.24745,0.19387,1.36985,-0.25109,0.21857,-0.05278,0.18362,0.23095,-0.10216,1.08812,0.23601,-0.01212,0.0673,0.17992,-0.22155,0.09674,1.09275,-0.20586,0.08265,-0.07468,-0.00213,0.00107,-0.00639,0.00676,0.00502,0.06278,0.00108,-0.24108,2.75673,0.00184,0.0119,-0.77819,0.08897,1.08955,-0.4375,0.0,-0.25037,-5.625,-0.01091,-0.0026,2.02148,0.00343,0.00126,0.11186,-0.00327,0.5092,-9.58008,-0.0905,0.18924,-0.1875,0.0,0.20765,1.125,-0.08283,-0.09257,-0.125,-0.07363,0.00116,-0.6,0.03375,0.22625,0.25,-0.07977,0.07177,-0.01875,0.00105,-0.26911,7.87372,0.00184,0.01528,-2.94231,0.05676,1.09566,-0.25,0.01636,-0.17849,3.42773,-0.01527,0.0139,-7.73438,0.02057,0.00103,2.96431,-0.00545,0.43243,-6.5918,-0.06903,0.1845,0.0,0.09664,-0.18718,-2.1875,0.18561,0.10124,-0.4375,0.02454,0.079,0.06875,-0.09817,-0.19965,-0.25,0.11658,-0.07648,-0.18125,-0.01543,-0.00182,-0.27965,5.0
0.5105,7,3.8,13.4,18.2,14,0.30178,0.05824,0.30502,-0.24405,1.39438,0.28658,-0.07974,0.01787,0.06257,-0.26273,0.18905,1.37314,-0.24622,0.21072,-0.06539,0.18162,0.23295,-0.10416,1.09012,0.23801,-0.01412,0.0653,0.17792,-0.22355,0.09874,1.09475,-0.20786,0.08465,-0.07268,-0.01065,-0.01704,-0.00852,0.00668,0.00493,0.06282,0.00702,-0.24109,2.66798,-0.00274,0.01192,-0.83056,0.14113,1.0926,-0.5625,-0.01091,-0.25039,-5.625,-0.00982,-0.00281,2.19727,-0.00343,0.00141,0.11186,0.00109,0.50926,-9.66797,-0.05216,0.18782,-0.3125,0.00767,0.20794,1.1875,-0.07363,-0.09627,-0.0625,-0.09204,-0.00114,-0.575,0.01994,0.22727,0.3125,-0.0675,0.06953,-0.05625,0.00051,-0.26909,7.7844,0.00277,0.01532,-2.89117,0.06136,1.09699,-0.25,0.012,-0.17844,3.33984,-0.024,0.01352,-7.55859,0.00514,0.00103,2.90838,-0.00327,0.43242,-6.50391,-0.10431,0.18234,0.1875,-0.01227,-0.18659,-2.1875,0.07056,0.10308,-0.25,0.09204,0.08052,0.05625,-0.10278,-0.20198,-0.1875,0.09817,-0.07348,-0.16875,-0.00171,-0.00157,-0.16779,5.0
0.5457,8,4.0,14.5,20.0,14,0.29995,0.05811,0.30749,-0.24478,1.39643,0.2897,-0.0825,0.02295,0.06374,-0.26495,0.18862,1.37673,-0.2471,0.20738,-0.0676,0.17962,0.23495,-0.10616,1.09212,0.24001,-0.01612,0.0633,0.17592,-0.22555,0.10074,1.09675,-0.20986,0.08665,-0.07068,-0.00533,-0.00426,-0.01172,0.00656,0.0048,0.06273,0.00595,-0.24109,2.75698,-0.01009,0.01192,-0.88261,0.16414,1.09648,-0.75,0.012,-0.2504,-5.53711,-0.01745,-0.00308,2.19727,0.012,0.00142,0.11186,0.00873,0.50935,-9.84375,-0.17181,0.18525,-0.0625,0.02148,0.20821,1.25,-0.17334,-0.09956,0.0625,-0.11658,-0.00398,-0.48125,0.05369,0.22858,0.3125,-0.03068,0.06801,-0.125,0.00053,-0.26906,7.87372,0.00092,0.01537,-2.94231,0.07977,1.09845,-0.125,0.00327,-0.17846,3.33984,-0.00654,0.0132,-7.55859,-0.01028,0.00104,2.85245,-0.00654,0.43243,-6.50391,-0.13499,0.17907,0.25,-0.0675,-0.18765,-2.1875,0.00767,0.10304,-0.0625,0.0675,0.08232,0.09375,-0.19021,-0.20592,0.0,0.07363,-0.07087,-0.19375,-0.00343,-0.00169,-0.16779,5.0
0.5866,9,4.2,21.8,27.5,13,0.29481,0.05905,0.31105,-0.24268,1.39714,0.28747,-0.08222,0.02323,0.06422,-0.26866,0.18733,1.37869,-0.24495,0.20317,-0.06932,0.17762,0.23695,-0.10816,1.09412,0.24201,-0.01812,0.0613,0.17392,-0.22755,0.10274,1.09875,-0.21186,0.08865,-0.06932,0.00213,-0.00746,-0.00426,0.00655,0.00466,0.06279,0.00055,-0.24108,2.75698,-0.00826,0.01193,-0.88261,0.12732,1.10233,-0.875,-0.00982,-0.25047,-5.625,0.00873,-0.00314,2.10938,0.0,0.00141,0.11186,0.00436,0.50935,-9.66797,-0.158,0.18003,0.0625,0.04909,0.20885,1.3125,-0.14573,-0.10314,0.1875,-0.01841,-0.0062,-0.5875,0.10738,0.23182,0.25,-0.0675,0.06624,-0.09375,0.00432,-0.26906,7.78348,-0.00558,0.01537,-2.99501,0.04602,1.09955,-0.0625,0.00982,-0.17847,3.25195,0.01418,0.01318,-7.55859,0.012,0.00107,2.85245,0.00873,0.43243,-6.5918,-0.10431,0.17616,0.3125,-0.05062,-0.18906,-2.1875,0.03988,0.10338,-0.0625,0.04295,0.08361,0.125,-0.05369,-0.2085,-0.1875,0.01841,-0.06999,-0.0625,-0.00686,-0.00167,-0.16779,5.0
