# args: {'layout': '14d', 'policy': '/home/waldo/soccerbot/model4/pretrained_model', 'device': None, 'iface': 'enp5s0', 'camera': 'zmq://192.168.123.164:55555', 'fps': 30.0, 'duration': 60.0, 'kp': 60.0, 'kd': 1.5, 'clamp': 0.002, 'log': None, 'dry_run': False, 'image_no_motors': False}
t,step,cam_ms,policy_ms,loop_ms,clamp_hits,max_target_gap,target_kLeftShoulderPitch,target_kLeftShoulderRoll,target_kLeftShoulderYaw,target_kLeftElbow,target_kLeftWristRoll,target_kLeftWristPitch,target_kLeftWristYaw,target_kRightShoulderPitch,target_kRightShoulderRoll,target_kRightShoulderYaw,target_kRightElbow,target_kRightWristRoll,target_kRightWristPitch,target_kRightWristYaw,cmd_kLeftShoulderPitch,cmd_kLeftShoulderRoll,cmd_kLeftShoulderYaw,cmd_kLeftElbow,cmd_kLeftWristRoll,cmd_kLeftWristPitch,cmd_kLeftWristYaw,cmd_kRightShoulderPitch,cmd_kRightShoulderRoll,cmd_kRightShoulderYaw,cmd_kRightElbow,cmd_kRightWristRoll,cmd_kRightWristPitch,cmd_kRightWristYaw,imu.gyro_x,imu.gyro_y,imu.gyro_z,imu.pitch,imu.roll,imu.yaw,kLeftAnklePitch.dq,kLeftAnklePitch.q,kLeftAnklePitch.tau,kLeftAnkleRoll.dq,kLeftAnkleRoll.q,kLeftAnkleRoll.tau,kLeftElbow.dq,kLeftElbow.q,kLeftElbow.tau,kLeftHipPitch.dq,kLeftHipPitch.q,kLeftHipPitch.tau,kLeftHipRoll.dq,kLeftHipRoll.q,kLeftHipRoll.tau,kLeftHipYaw.dq,kLeftHipYaw.q,kLeftHipYaw.tau,kLeftKnee.dq,kLeftKnee.q,kLeftKnee.tau,kLeftShoulderPitch.dq,kLeftShoulderPitch.q,kLeftShoulderPitch.tau,kLeftShoulderRoll.dq,kLeftShoulderRoll.q,kLeftShoulderRoll.tau,kLeftShoulderYaw.dq,kLeftShoulderYaw.q,kLeftShoulderYaw.tau,kLeftWristPitch.dq,kLeftWristPitch.q,kLeftWristPitch.tau,kLeftWristRoll.dq,kLeftWristRoll.q,kLeftWristRoll.tau,kLeftWristYaw.dq,kLeftWristYaw.q,kLeftWristYaw.tau,kRightAnklePitch.dq,kRightAnklePitch.q,kRightAnklePitch.tau,kRightAnkleRoll.dq,kRightAnkleRoll.q,kRightAnkleRoll.tau,kRightElbow.dq,kRightElbow.q,kRightElbow.tau,kRightHipPitch.dq,kRightHipPitch.q,kRightHipPitch.tau,kRightHipRoll.dq,kRightHipRoll.q,kRightHipRoll.tau,kRightHipYaw.dq,kRightHipYaw.q,kRightHipYaw.tau,kRightKnee.dq,kRightKnee.q,kRightKnee.tau,kRightShoulderPitch.dq,kRightShoulderPitch.q,kRightShoulderPitch.tau,kRightShoulderRoll.dq,kRightShoulderRoll.q,kRightShoulderRoll.tau,kRightShoulderYaw.dq,kRightShoulderYaw.q,kRightShoulderYaw.tau,kRightWristPitch.dq,kRightWristPitch.q,kRightWristPitch.tau,kRightWristRoll.dq,kRightWristRoll.q,kRightWristRoll.tau,kRightWristYaw.dq,kRightWristYaw.q,kRightWristYaw.tau,kWaistYaw.dq,kWaistYaw.q,kWaistYaw.tau,mode_machine
0.3383,0,7.9,329.1,337.4,14,0.4599,0.10068,0.28813,-0.18802,1.45078,0.2001,-0.01025,-0.06294,0.10931,-0.22888,0.15798,1.45129,-0.17368,0.17655,-0.02235,0.27549,0.18731,-0.02994,0.99284,0.07592,0.07092,0.01305,0.27812,-0.19869,0.00672,0.99332,-0.19924,0.02899,-0.01565,-0.00426,-0.0,-0.01065,0.02148,0.01447,-0.86012,0.00378,-0.22875,4.86546,-0.00457,0.00235,-0.2751,0.0046,0.99088,-0.375,-0.00109,-0.23997,-5.53711,-0.00327,-0.00422,1.58203,0.012,0.0024,0.27965,0.0,0.47949,-3.42773,0.01841,0.27752,0.5,0.0,0.18525,1.1875,-0.00307,-0.02795,0.1875,0.02454,0.07306,-0.1375,-0.06443,0.07351,-0.125,0.0,0.01508,-0.01875,0.00163,-0.26105,10.31632,-0.00278,0.01094,-2.43252,0.02301,0.99142,-0.0625,0.02291,-0.19994,6.5918,-0.01745,0.00809,-7.64648,-0.00343,0.00945,2.51687,-0.01418,0.43484,-4.39453,-0.01227,0.28006,0.5625,0.00153,-0.19663,-1.1875,0.00767,0.00471,0.0,0.01227,0.02705,0.0,-0.04295,-0.20142,-0.1875,-0.02454,-0.01372,-0.39375,0.012,-0.00193,-0.16779,5.0
0.3565,1,4.8,12.7,18.1,14,0.45475,0.10223,0.29854,-0.18607,1.44585,0.19911,-0.012,-0.05559,0.11271,-0.23981,0.15695,1.4463,-0.17317,0.17212,-0.02852,0.27349,0.18931,-0.03194,0.99484,0.07792,0.06892,0.01105,0.27612,-0.20069,0.00872,0.99532,-0.19724,0.03099,-0.01765,-0.00533,0.0032,-0.00213,0.02164,0.01445,-0.86024,-0.00326,-0.22874,4.9537,-0.00185,0.00236,-0.22309,0.00153,0.9911,-0.4375,0.00327,-0.23997,-5.53711,-0.00109,-0.00421,1.66992,0.01028,0.0024,0.27965,0.00109,0.4795,-3.25195,-0.02148,0.27753,0.5625,0.0,0.18458,1.1875,-0.00153,-0.02811,0.1875,-0.00614,0.0733,-0.15,-0.00767,0.06988,0.0,-0.00614,0.01526,-0.06875,0.01349,-0.26105,10.31557,-0.00655,0.01095,-2.53648,0.0,0.99162,-0.125,0.0,-0.19995,6.5918,-0.00218,0.00809,-7.73438,0.00514,0.00945,2.5728,0.0,0.43486,-4.21875,-0.00307,0.27932,0.625,-0.00767,-0.19411,-1.3125,0.00307,0.00475,0.125,-0.00614,0.02741,0.0,-0.00307,-0.20172,-0.1875,0.0,-0.01389,-0.39375,0.012,-0.00192,-0.11186,5.0
0.3827,2,3.4,6.7,10.9,14,0.45135,0.10217,0.30514,-0.1868,1.44704,0.20102,-0.01308,-0.05,0.11458,-0.24735,0.15659,1.4472,-0.1723,0.16805,-0.03449,0.27149,0.19131,-0.03394,0.99684,0.07992,0.06692,0.00905,0.27412,-0.20269,0.01072,0.99732,-0.19524,0.03299,-0.01965,-0.0032,-0.00852,-0.00959,0.02148,0.0144,-0.86017,-0.00378,-0.22874,4.9537,0.00457,0.00237,-0.22309,0.14573,0.99569,-0.375,-0.012,-0.23995,-5.53711,0.00109,-0.00421,1.58203,0.00343,0.00237,0.22372,0.00654,0.47955,-3.25195,-0.14113,0.2742,0.0,-0.13039,0.18004,0.5625,-0.00153,-0.02825,-0.0625,0.00614,0.07328,-0.29375,0.05216,0.07131,0.25,0.01841,0.0146,-0.24375,0.00326,-0.26101,10.40503,-0.00556,0.01099,-2.48396,0.27305,0.99783,-0.3125,0.00545,-0.19986,6.5918,-0.01745,0.00807,-7.73438,0.00686,0.00947,2.5728,0.00764,0.43487,-4.21875,-0.18868,0.2748,0.4375,0.10738,-0.19177,-0.8125,0.01687,0.00473,0.375,0.04909,0.02912,0.05625,0.04142,-0.20026,0.0,0.0,-0.01311,-0.2625,0.02743,-0.0019,-0.16779,5.0
0.4623,3,4.9,51.3,57.0,14,0.44472,0.10355,0.30936,-0.18415,1.44349,0.19738,-0.01236,-0.04672,0.11812,-0.25249,0.1539,1.44054,-0.16901,0.16713,-0.0368,0.26949,0.19331,-0.03594,0.99884,0.08192,0.06492,0.00705,0.27212,-0.20469,0.01272,0.99932,-0.19324,0.03499,-0.02165,-0.00852,0.00107,-0.01385,0.0213,0.01432,-0.86017,-0.0038,-0.22874,4.77681,-0.00277,0.00236,-0.22259,0.10891,0.99877,-0.375,0.00109,-0.23997,-5.53711,0.0,-0.00422,1.58203,-0.01028,0.00237,0.33558,-0.00982,0.47965,-3.42773,-0.14419,0.27003,0.125,-0.08744,0.17714,0.8125,-0.11812,-0.03018,0.0625,0.00614,0.07304,-0.3875,0.05829,0.07319,0.1875,-0.06136,0.01388,-0.2125,0.0,-0.26094,10.04868,0.0,0.01111,-2.48611,0.11658,1.00256,-0.3125,0.01091,-0.19986,6.50391,-0.00654,0.00809,-7.64648,-0.00343,0.00945,2.5728,0.01963,0.43488,-4.48242,-0.05983,0.27239,0.3125,0.1534,-0.18797,-1.25,0.05829,0.00584,0.375,0.17794,0.03243,-0.18125,0.03221,-0.19884,0.0,0.0,-0.01346,-0.34375,-0.00514,-0.00189,-0.16779,5.0
0.4934,4,6.2,24.0,31.0,14,0.44012,0.10327,0.31975,-0.18368,1.43987,0.19784,-0.0152,-0.03929,0.1194,-0.26311,0.15348,1.43503,-0.16795,0.16126,-0.04355,0.26749,0.19531,-0.03794,1.00084,0.08392,0.06292,0.00505,0.27012,-0.20669,0.01472,1.00132,-0.19124,0.03699,-0.02365,-0.00426,0.00213,-0.01385,0.02126,0.01432,-0.86008,-0.00708,-0.22876,4.59992,-0.01195,0.00236,-0.22209,0.01381,0.99975,-0.1875,0.01418,-0.23996,-5.625,-0.00545,-0.00422,1.58203,0.00171,0.00238,0.33558,-0.01309,0.47968,-3.42773,-0.05062,0.26673,0.125,-0.06596,0.17287,1.125,-0.02148,-0.0303,-0.125,-0.01227,0.0728,-0.46875,0.06289,0.07566,0.125,-0.04295,0.01307,-0.3375,0.00537,-0.26094,9.8705,0.00181,0.0111,-2.48719,0.02454,1.00483,-0.25,-0.00982,-0.19986,6.50391,-0.012,0.0081,-7.73438,0.00857,0.00944,2.62873,0.0,0.43486,-4.6582,-0.03835,0.26981,0.3125,0.0721,-0.18161,-1.625,0.21169,0.01196,-0.0625,0.04295,0.03635,-0.0875,0.00153,-0.19843,0.125,-0.02454,-0.01342,-0.4375,-0.02571,-0.00189,-0.22372,5.0
0.5169,5,5.5,15.0,21.1,14,0.4388,0.10615,0.33298,-0.17915,1.43937,0.19355,-0.01626,-0.0339,0.12363,-0.27584,0.14827,1.43923,-0.16209,0.15289,-0.04945,0.26549,0.19731,-0.03994,1.00284,0.08592,0.06092,0.00305,0.26812,-0.20869,0.01672,1.00332,-0.18924,0.03899,-0.02565,-0.01491,0.0032,-0.0032,0.02125,0.01428,-0.86016,0.00706,-0.22875,4.51169,0.00461,0.00237,-0.2741,0.04909,1.00056,-0.1875,-0.00654,-0.23997,-5.625,0.00109,-0.00422,1.58203,0.03085,0.00241,0.27965,0.00327,0.47968,-3.51562,-0.06903,0.26531,0.0625,-0.00614,0.17235,1.1875,-0.03835,-0.03084,-0.25,-0.04295,0.07199,-0.51875,0.05216,0.07753,0.125,-0.07977,0.01139,-0.26875,-0.00698,-0.26094,9.95922,-0.00272,0.01111,-2.53864,0.14266,1.00677,-0.3125,0.01963,-0.19986,6.41602,0.0,0.0081,-7.73438,0.00171,0.00944,2.62873,0.00982,0.43486,-4.57031,-0.07056,0.26803,0.375,0.04295,-0.17975,-1.8125,0.13346,0.01594,-0.0625,0.05522,0.0377,-0.10625,0.08897,-0.19667,0.0625,-0.04909,-0.01391,-0.475,0.00171,-0.00186,-0.16779,5.0
0.5599,6,5.5,24.2,30.8,14,0.43189,0.10591,0.34189,-0.17838,1.4353,0.19339,-0.01583,-0.02748,0.12517,-0.2839,0.14672,1.43264,-0.16127,0.14883,-0.05465,0.26349,0.19931,-0.04194,1.00484,0.08792,0.05892,0.00105,0.26612,-0.21069,0.01872,1.00532,-0.18724,0.04099,-0.02765,-0.01065,-0.01065,-0.01491,0.02124,0.0142,-0.86014,-0.00489,-0.22875,4.68858,-0.00461,0.00237,-0.2746,0.19021,1.00342,-0.4375,-0.00327,-0.23998,-5.44922,-0.00436,-0.00422,1.58203,-0.00171,0.00241,0.27965,0.0,0.47967,-3.51562,-0.12425,0.26245,0.25,0.02761,0.17276,1.25,-0.10584,-0.03241,-0.1875,-0.03682,0.07074,-0.55,0.04449,0.07901,0.25,-0.07363,0.00906,-0.25625,-0.00051,-0.26094,9.95922,-0.00461,0.01111,-2.53864,0.0859,1.00967,-0.3125,0.00764,-0.19985,6.50391,-0.01854,0.00805,-7.64648,-0.00857,0.00943,2.51687,-0.00436,0.43486,-4.48242,-0.0859,0.26556,0.375,-0.00767,-0.17973,-1.875,0.11658,0.02058,-0.25,0.02454,0.03898,-0.0375,0.20249,-0.19279,-0.1875,-0.09204,-0.01583,-0.4375,0.0,-0.00181,-0.11186,5.0
0.5758,7,4.4,8.0,13.2,14,0.428,0.10876,0.36286,-0.17447,1.43509,0.19261,-0.01633,-0.01401,0.13223,-0.30405,0.14217,1.43255,-0.15634,0.13962,-0.06882,0.26149,0.20131,-0.04394,1.00684,0.08992,0.05692,-0.00095,0.26412,-0.21269,0.02072,1.00732,-0.18524,0.04299,-0.02965,-0.00426,0.00426,-0.00852,0.0213,0.01416,-0.86016,0.0027,-0.22875,4.86546,-0.00458,0.00237,-0.2751,0.08897,1.00709,-0.375,0.0,-0.23999,-5.53711,-0.01309,-0.00424,1.58203,0.04285,0.0024,0.22372,0.0,0.47968,-3.42773,-0.0767,0.25923,0.25,0.01381,0.17348,1.3125,-0.11812,-0.0343,-0.125,-0.03068,0.07053,-0.66875,0.04755,0.07997,0.25,-0.1534,0.00567,-0.09375,0.00166,-0.26092,10.04868,-0.00831,0.01114,-2.48611,0.03528,1.01105,-0.25,0.00109,-0.19984,6.5918,-0.01527,0.00803,-7.64648,0.0,0.00944,2.5728,0.00218,0.43486,-4.30664,-0.06289,0.26378,0.375,-0.01687,-0.17978,-1.9375,0.02454,0.02139,-0.0625,0.03068,0.03956,0.06875,0.05983,-0.18951,-0.0625,-0.22089,-0.02169,-0.0125,0.00686,-0.00183,-0.16779,5.0
0.6329,8,3.4,32.2,37.0,14,0.42306,0.10884,0.36466,-0.17523,1.43419,0.19277,-0.01709,-0.012,0.13406,-0.30659,0.14024,1.43385,-0.15456,0.13499,-0.07009,0.25949,0.20331,-0.04594,1.00884,0.09192,0.05492,-0.00295,0.26212,-0.21469,0.02272,1.00932,-0.18324,0.04499,-0.03165,0.00107,0.00107,-0.00107,0.02133,0.01415,-0.86023,-0.00325,-0.22875,4.86546,-1e-05,0.00237,-0.2751,0.15186,1.01112,-0.625,0.00764,-0.23998,-5.625,0.00109,-0.00426,1.58203,0.0,0.00242,0.22372,0.00218,0.47968,-3.51562,-0.09511,0.25627,0.3125,0.03528,0.17463,1.3125,-0.0905,-0.03723,-0.125,-0.02454,0.06889,-0.68125,0.21936,0.08496,-0.1875,-0.07363,0.0027,-0.1625,1e-05,-0.26091,10.13739,-0.00184,0.01116,-2.53756,0.07517,1.01248,-0.25,0.0,-0.19984,6.50391,-0.00654,0.00801,-7.64648,0.0,0.00944,2.51687,0.00873,0.43484,-4.48242,-0.08897,0.26145,0.375,-0.04295,-0.18069,-2.0,0.04909,0.02265,0.0,0.10431,0.04148,-0.0375,-0.01227,-0.18852,0.0625,-0.05522,-0.02492,-0.18125,-0.024,-0.00187,-0.16779,5.0
0.6508,9,5.8,11.0,17.7,14,0.42077,0.10987,0.37669,-0.17365,1.43456,0.19285,-0.016,-0.00584,0.13623,-0.317,0.13656,1.43524,-0.15235,0.12852,-0.07425,0.25749,0.20531,-0.04794,1.01084,0.09392,0.05292,-0.00495,0.26012,-0.21669,0.02472,1.01132,-0.18124,0.04699,-0.03365,-0.01172,-0.0,-0.00213,0.02137,0.01416,-0.86023,-0.00163,-0.22875,4.86546,-0.00276,0.00237,-0.2751,0.03682,1.01379,-0.5,-0.00436,-0.23998,-5.53711,-0.00109,-0.00424,1.66992,-0.00514,0.00236,0.27965,0.00327,0.47968,-3.51562,-0.05829,0.25385,0.25,0.00614,0.17511,1.5,0.0,-0.03782,-0.3125,-0.07363,0.06793,-0.74375,0.01687,0.0875,0.0625,-0.03068,0.00206,-0.26875,0.00213,-0.26092,10.04868,0.00367,0.01117,-2.48611,0.05983,1.0146,-0.25,0.02727,-0.19986,6.50391,-0.01745,0.00804,-7.64648,0.00514,0.00944,2.51687,0.00218,0.43486,-4.39453,-0.08744,0.25808,0.5,-0.07056,-0.18191,-2.0,0.0092,0.02284,0.0625,0.0859,0.0449,-0.075,0.01687,-0.18827,0.125,-0.06136,-0.02641,-0.2125,-0.00514,-0.00192,-0.11186,5.0
