# args: {'layout': '16d', 'policy': None, 'device': None, 'iface': 'enp5s0', 'camera': 'zmq://192.168.123.164:55555', 'fps': 30.0, 'duration': 30.0, 'kp': 60.0, 'kd': 1.5, 'clamp': 0.01, 'log': None, 'dry_run': False}
t,step,cam_ms,policy_ms,loop_ms,clamp_hits,max_target_gap,target_kLeftShoulderPitch,target_kLeftShoulderRoll,target_kLeftShoulderYaw,target_kLeftElbow,target_kLeftWristRoll,target_kLeftWristPitch,target_kLeftWristYaw,target_kRightShoulderPitch,target_kRightShoulderRoll,target_kRightShoulderYaw,target_kRightElbow,target_kRightWristRoll,target_kRightWristPitch,target_kRightWristYaw,cmd_kLeftShoulderPitch,cmd_kLeftShoulderRoll,cmd_kLeftShoulderYaw,cmd_kLeftElbow,cmd_kLeftWristRoll,cmd_kLeftWristPitch,cmd_kLeftWristYaw,cmd_kRightShoulderPitch,cmd_kRightShoulderRoll,cmd_kRightShoulderYaw,cmd_kRightElbow,cmd_kRightWristRoll,cmd_kRightWristPitch,cmd_kRightWristYaw,imu.gyro_x,imu.gyro_y,imu.gyro_z,imu.pitch,imu.roll,imu.yaw,kLeftAnklePitch.dq,kLeftAnklePitch.q,kLeftAnklePitch.tau,kLeftAnkleRoll.dq,kLeftAnkleRoll.q,kLeftAnkleRoll.tau,kLeftElbow.dq,kLeftElbow.q,kLeftElbow.tau,kLeftHipPitch.dq,kLeftHipPitch.q,kLeftHipPitch.tau,kLeftHipRoll.dq,kLeftHipRoll.q,kLeftHipRoll.tau,kLeftHipYaw.dq,kLeftHipYaw.q,kLeftHipYaw.tau,kLeftKnee.dq,kLeftKnee.q,kLeftKnee.tau,kLeftShoulderPitch.dq,kLeftShoulderPitch.q,kLeftShoulderPitch.tau,kLeftShoulderRoll.dq,kLeftShoulderRoll.q,kLeftShoulderRoll.tau,kLeftShoulderYaw.dq,kLeftShoulderYaw.q,kLeftShoulderYaw.tau,kLeftWristPitch.dq,kLeftWristPitch.q,kLeftWristPitch.tau,kLeftWristRoll.dq,kLeftWristRoll.q,kLeftWristRoll.tau,kLeftWristYaw.dq,kLeftWristYaw.q,kLeftWristYaw.tau,kRightAnklePitch.dq,kRightAnklePitch.q,kRightAnklePitch.tau,kRightAnkleRoll.dq,kRightAnkleRoll.q,kRightAnkleRoll.tau,kRightElbow.dq,kRightElbow.q,kRightElbow.tau,kRightHipPitch.dq,kRightHipPitch.q,kRightHipPitch.tau,kRightHipRoll.dq,kRightHipRoll.q,kRightHipRoll.tau,kRightHipYaw.dq,kRightHipYaw.q,kRightHipYaw.tau,kRightKnee.dq,kRightKnee.q,kRightKnee.tau,kRightShoulderPitch.dq,kRightShoulderPitch.q,kRightShoulderPitch.tau,kRightShoulderRoll.dq,kRightShoulderRoll.q,kRightShoulderRoll.tau,kRightShoulderYaw.dq,kRightShoulderYaw.q,kRightShoulderYaw.tau,kRightWristPitch.dq,kRightWristPitch.q,kRightWristPitch.tau,kRightWristRoll.dq,kRightWristRoll.q,kRightWristRoll.tau,kRightWristYaw.dq,kRightWristYaw.q,kRightWristYaw.tau,kWaistYaw.dq,kWaistYaw.q,kWaistYaw.tau,mode_machine
0.2927,0,6.5,285.5,292.4,13,1.06752,-0.20677,0.13484,0.12622,0.51229,-0.08904,-0.5824,-0.14839,-0.48679,-0.01721,0.00065,0.6421,0.0575,-0.3473,0.23716,0.16368,0.06936,0.22193,1.27375,-0.07838,0.4735,-0.02715,0.20284,-0.06279,0.00065,1.35781,-0.09157,-0.048,-0.05946,-0.0032,0.01385,-0.01278,0.01218,0.00981,0.14353,0.00759,-0.22,1.15127,0.00552,0.00785,-0.26278,0.1488,1.28469,0.4375,-0.02291,-0.25649,-5.09766,-0.02182,-0.00543,2.19727,0.00514,0.00096,0.11186,-0.00327,0.48679,-6.06445,-0.08897,0.17316,0.625,-0.00307,0.05936,0.5,0.15493,0.23305,0.1875,0.17794,0.48512,0.425,-0.09357,-0.06883,-0.0625,-0.01227,-0.01715,-0.04375,-0.00157,-0.26399,6.52421,-0.00644,0.00451,-2.71536,0.26691,1.36975,0.375,-0.012,-0.19159,3.25195,0.02509,0.01542,-9.22852,0.03257,1e-05,3.8592,-0.00218,0.43144,-8.08594,0.00153,0.21284,0.625,0.12732,-0.07206,0.3125,0.01381,-0.00602,0.1875,-0.00614,-0.03797,0.0,0.04602,-0.10125,-0.1875,0.0,-0.06954,0.15,-0.01371,-0.00218,-0.22372,5.0
0.303,1,4.8,5.0,10.2,13,1.07112,-0.20682,0.13429,0.12557,0.51308,-0.0892,-0.58255,-0.1488,-0.486,-0.01726,-0.00035,0.64131,0.05659,-0.34786,0.23616,0.15368,0.07936,0.21193,1.26375,-0.08838,0.4635,-0.03715,0.19284,-0.05279,-0.00035,1.34781,-0.08157,-0.058,-0.04946,-0.01065,0.00213,-0.01172,0.01205,0.00979,0.1435,-0.00271,-0.21999,1.15127,-0.00092,0.00784,-0.26278,0.00153,1.2913,0.25,-0.01418,-0.25648,-5.09766,-0.00764,-0.00549,2.10938,0.01371,0.00103,0.16779,0.01636,0.48685,-6.24023,-0.00307,0.17098,0.6875,0.0,0.05923,0.5,0.01994,0.23663,0.125,0.01841,0.48857,0.5,0.0,-0.0699,-0.125,0.0,-0.01719,-0.04375,-0.00213,-0.26398,6.61348,-0.00183,0.00452,-2.7668,0.0,1.37856,0.1875,0.00873,-0.19156,3.25195,-0.01091,0.01529,-9.14062,0.01714,3e-05,3.80327,0.0,0.43145,-8.08594,0.01227,0.2151,0.4375,-0.01074,-0.06489,0.0625,0.00307,-0.00564,0.1875,0.00614,-0.03782,0.0,0.00153,-0.101,-0.0625,-0.00614,-0.06797,0.06875,0.0,-0.00226,-0.27965,5.0
0.37,2,5.2,37.8,43.6,12,1.05493,-0.20696,0.13426,0.12538,0.51181,-0.08921,-0.582,-0.14902,-0.48792,-0.01735,0.00052,0.64133,0.05668,-0.34813,0.23726,0.14368,0.08936,0.20193,1.25375,-0.08921,0.4535,-0.04715,0.18284,-0.04279,0.00052,1.33781,-0.07157,-0.068,-0.03946,0.00746,0.0032,-0.0,0.01206,0.00979,0.1437,-0.00488,-0.21998,1.23995,-0.00276,0.00783,-0.31524,-0.17487,1.28004,-0.875,0.0,-0.2565,-5.09766,-0.00654,-0.00548,2.19727,0.03257,0.00099,0.11186,0.00436,0.48687,-5.97656,-0.0092,0.1629,-0.6875,0.04449,0.06038,0.875,-0.13039,0.22399,-0.375,-0.34361,0.47293,-0.03125,-0.25617,-0.08052,-0.25,-0.21476,-0.02778,-0.23125,0.00163,-0.26397,6.70348,-0.00462,0.00453,-2.71428,-0.12732,1.36915,-0.9375,0.01745,-0.19157,3.25195,0.04145,0.01532,-9.22852,-0.012,3e-05,3.97106,0.01636,0.4315,-8.17383,-0.01074,0.20894,-0.8125,-0.01227,-0.06467,0.5625,-0.01074,-0.00428,0.375,-0.01227,-0.04181,-0.94375,0.19175,-0.09064,0.0625,0.17181,-0.0596,0.4125,-0.01028,-0.00229,-0.22372,5.0
0.3833,3,6.4,6.3,13.2,12,1.04636,-0.20642,0.13438,0.12575,0.51096,-0.08922,-0.58198,-0.14905,-0.48759,-0.01724,0.00132,0.64072,0.05689,-0.34893,0.23758,0.13368,0.09936,0.19193,1.24375,-0.08922,0.4435,-0.05715,0.17284,-0.03279,0.00132,1.32781,-0.06157,-0.078,-0.02946,-0.00426,0.00426,-0.00746,0.01202,0.00978,0.14378,-0.00271,-0.21994,1.32825,0.00457,0.00784,-0.26291,-0.21476,1.27497,-1.0625,-0.00982,-0.25651,-5.00977,-0.01418,-0.00543,2.54883,0.00514,0.00092,0.11186,-0.01091,0.48686,-5.88867,-0.20402,0.16109,-0.9375,0.21169,0.06403,1.0625,-0.25157,0.21561,-0.3125,-0.33134,0.46438,-0.24375,-0.08437,-0.08536,-0.25,-0.28839,-0.03328,-0.45625,0.00545,-0.26395,6.88349,-0.01664,0.00455,-2.60923,-0.05216,1.36905,-1.625,0.02727,-0.19163,3.33984,0.02291,0.01538,-9.05273,0.0,1e-05,3.80327,0.00764,0.43156,-7.99805,-0.0675,0.20836,-1.3125,0.06596,-0.06479,1.0625,0.00614,-0.00425,0.4375,-0.14113,-0.04209,-1.31875,0.09664,-0.08853,0.75,0.30066,-0.05431,0.51875,0.01371,-0.0023,-0.27965,5.0
0.4269,4,3.2,18.8,23.4,12,1.03948,-0.20678,0.13447,0.12554,0.51251,-0.08915,-0.58193,-0.14932,-0.48907,-0.01661,0.00117,0.64328,0.05631,-0.34874,0.23763,0.12368,0.10936,0.18193,1.23375,-0.08915,0.4335,-0.06715,0.16284,-0.02279,0.00117,1.31781,-0.05157,-0.088,-0.01946,-0.0,-0.00107,-0.01491,0.01199,0.00975,0.1439,0.00162,-0.21995,1.23995,-0.0064,0.00783,-0.31524,-0.2485,1.26871,-1.25,-0.01091,-0.2565,-5.00977,-0.00764,-0.00542,2.28516,-0.01886,0.00087,0.16779,0.00545,0.48688,-6.06445,-0.08437,0.1586,-1.5,0.18101,0.06915,1.4375,-0.26231,0.2018,-0.0625,-0.29452,0.45755,-0.44375,-0.0859,-0.08746,-0.0625,-0.41724,-0.04604,-0.06875,-0.00163,-0.26396,6.79349,0.00462,0.00455,-2.66175,-0.02301,1.36849,-2.25,-0.02291,-0.19164,3.51562,0.00873,0.01539,-9.14062,-0.01028,-1e-05,3.8592,0.01309,0.43169,-7.91016,-0.00307,0.20812,-1.9375,0.00307,-0.06471,1.6875,0.01381,-0.00434,0.4375,-0.05522,-0.04456,-1.8625,0.50621,-0.07377,-0.0625,0.17794,-0.04573,0.71875,0.00171,-0.00228,-0.27965,5.0
0.4476,5,4.9,5.0,10.7,11,1.02751,-0.20716,0.13426,0.12524,0.51236,-0.08933,-0.582,-0.1496,-0.48655,-0.01751,0.00066,0.63957,0.05694,-0.34791,0.23741,0.11368,0.11936,0.17193,1.22375,-0.08933,0.4235,-0.07715,0.15284,-0.01751,0.00066,1.30781,-0.04157,-0.098,-0.00946,0.01278,-0.02557,-0.01065,0.01197,0.0098,0.14381,-0.00596,-0.21992,1.15127,-0.00643,0.00778,-0.26278,-0.26384,1.25983,-1.3125,-0.01418,-0.25651,-5.09766,-0.00436,-0.00541,2.19727,0.00686,0.00088,0.11186,0.0,0.48688,-5.97656,-0.22396,0.15397,-1.625,0.25004,0.07514,1.5625,-0.36662,0.19383,-0.0625,-0.16567,0.4455,-0.45625,0.03221,-0.08824,-0.25,0.0,-0.05414,-0.8,-0.00161,-0.26396,6.70348,0.00093,0.00454,-2.71428,-0.01687,1.3681,-2.8125,-0.01091,-0.19169,3.42773,0.03272,0.01549,-9.14062,-0.00857,-4e-05,3.8592,0.02291,0.43173,-8.17383,0.02915,0.2082,-2.5625,0.00153,-0.06421,2.3125,0.0,-0.00446,0.5,-0.2393,-0.04988,-1.84375,0.56144,-0.06355,-0.1875,0.17794,-0.0409,1.0125,0.01028,-0.00234,-0.22372,5.0
0.4911,6,3.6,15.8,20.8,11,1.02386,-0.20647,0.13417,0.12526,0.51278,-0.08924,-0.58178,-0.14949,-0.4871,-0.017,0.00097,0.63892,0.0562,-0.34954,0.2374,0.10368,0.12936,0.16193,1.21375,-0.08924,0.4135,-0.08715,0.14284,-0.017,0.00097,1.29781,-0.03157,-0.108,0.00054,0.00639,0.00639,0.00533,0.01176,0.00986,0.14378,-0.00922,-0.21993,0.79731,-0.00827,0.00774,-0.26253,-0.06136,1.25928,-2.125,-0.01745,-0.2565,-5.09766,-0.00327,-0.00531,2.02148,0.00686,0.00075,0.16779,0.00873,0.48689,-5.97656,-0.01227,0.15095,-2.3125,0.43412,0.08684,1.1875,-0.28072,0.18169,-0.0625,-0.17181,0.44209,-0.90625,-0.00307,-0.08727,-0.25,-0.22703,-0.05838,-0.8,-0.00324,-0.26401,6.16565,0.00556,0.00447,-2.71753,-0.0813,1.36645,-3.1875,-0.024,-0.1918,3.25195,0.00982,0.01569,-9.4043,0.0,-4e-05,4.08292,0.00873,0.43185,-8.78906,0.0,0.20801,-3.125,-0.00307,-0.06388,2.5625,-0.02148,-0.00494,0.5,-0.20862,-0.05555,-2.2,0.20555,-0.05072,0.125,0.22703,-0.03109,0.95,-0.05657,-0.00249,0.05593,5.0
0.5132,7,4.2,4.8,9.5,10,1.01718,-0.20662,0.13446,0.1254,0.51318,-0.08929,-0.58212,-0.14963,-0.48776,-0.01601,0.00124,0.64036,0.05637,-0.3492,0.23759,0.09368,0.13446,0.15193,1.20375,-0.08929,0.4035,-0.09715,0.13284,-0.01601,0.00124,1.28781,-0.02157,-0.118,0.01054,-0.0032,-0.00959,-0.01491,0.01179,0.01002,0.1433,0.01245,-0.21983,0.79695,-0.01368,0.00759,-0.15774,-0.20249,1.25546,-2.3125,0.00109,-0.2565,-5.18555,-0.01309,-0.00496,1.93359,0.01886,0.0009,0.22372,-0.00982,0.48688,-5.97656,-0.15493,0.14829,-2.625,0.53536,0.10281,0.6875,-0.65961,0.17037,0.5,-0.33134,0.43506,-0.7875,-0.01381,-0.0874,-0.1875,-0.29452,-0.06844,-0.70625,0.00054,-0.26399,6.16565,-0.00093,0.00444,-2.71753,-0.18561,1.36295,-3.4375,-0.02509,-0.19202,3.16406,0.01418,0.016,-9.66797,-0.00514,-4e-05,4.25071,0.01091,0.43188,-9.14062,0.03375,0.20847,-3.8125,-0.0046,-0.06368,2.625,0.00307,-0.00491,0.4375,-0.12272,-0.06316,-2.43125,0.3973,-0.04535,0.0625,0.3252,-0.02317,0.9875,-0.04971,-0.00437,0.39151,5.0
0.5772,8,4.5,34.1,39.9,10,1.0062,-0.20635,0.13477,0.12561,0.51212,-0.0893,-0.5815,-0.14975,-0.4887,-0.01604,0.00202,0.64105,0.05659,-0.34964,0.23842,0.08368,0.13477,0.14193,1.19375,-0.0893,0.3935,-0.10715,0.12284,-0.01604,0.00202,1.27781,-0.01157,-0.128,0.02054,-0.0032,0.01598,-0.00639,0.01165,0.01015,0.14321,0.00649,-0.21967,0.70864,-0.01645,0.00732,-0.21007,-0.18561,1.25047,-2.625,-0.01745,-0.25675,-5.09766,0.01745,-0.00491,1.93359,0.01886,0.00087,0.16779,0.0,0.48689,-5.97656,-0.19021,0.14303,-2.8125,0.50315,0.11806,0.125,-0.26538,0.15884,0.0625,-0.22703,0.4247,-0.975,0.00767,-0.08655,-0.3125,-0.09204,-0.07473,-1.23125,0.00871,-0.26376,6.16565,-0.02588,0.00411,-2.71753,-0.0905,1.35927,-3.9375,-0.01527,-0.19237,3.16406,0.01963,0.01605,-9.66797,0.03257,-4e-05,4.13885,-0.01854,0.43186,-9.05273,-0.00153,0.20841,-4.375,-0.00153,-0.06354,2.6875,-0.01687,-0.00507,0.5,-0.12885,-0.06769,-2.775,0.25617,-0.03038,0.0,0.29452,-0.01385,1.05625,0.01543,-0.00474,0.27965,5.0
0.5907,9,6.6,6.1,13.2,10,1.00215,-0.20649,0.13481,0.12538,0.51228,-0.0893,-0.58168,-0.14972,-0.48926,-0.01577,0.00081,0.64371,0.05648,-0.3504,0.23756,0.07368,0.13481,0.13193,1.18375,-0.0893,0.3835,-0.11715,0.11284,-0.01577,0.00081,1.26781,-0.00157,-0.138,0.03054,-0.00852,0.01811,-0.01065,0.01206,0.01012,0.1436,-0.00108,-0.21962,0.79731,0.00366,0.00727,-0.26253,-0.33594,1.23897,-2.375,-0.00436,-0.2574,-5.00977,-0.01963,-0.00491,2.19727,0.02914,0.00084,0.11186,0.00545,0.48688,-6.24023,-0.17794,0.13726,-3.125,0.31907,0.12899,-0.1875,-0.05369,0.15758,-0.6875,-0.28839,0.42047,-1.3,-0.01227,-0.08655,-0.3125,-0.27612,-0.07878,-1.40625,0.00055,-0.26372,6.16565,-0.00277,0.0041,-2.71753,-0.08897,1.3581,-4.5,0.00764,-0.19274,3.25195,0.02727,0.01602,-9.58008,0.0,-5e-05,4.13885,0.01309,0.43173,-8.78906,-0.03835,0.20829,-4.9375,-0.00767,-0.06379,2.6875,0.0046,-0.00508,0.5,-0.21476,-0.0724,-3.06875,0.13192,-0.02629,0.5,0.16567,-0.00926,1.6375,-0.00686,-0.00461,0.16779,5.0
