# args: {'layout': '14d', 'policy': '/home/waldo/soccerbot/model4/pretrained_model', 'iface': 'enp5s0', 'camera': 'zmq://192.168.123.164:55555', 'clamp': 0.01, 'duration': 20.0, 'fps': 30.0, 'device': None, 'rerun': True, 'no_rerun': False, 'record_path': None, 'no_display': False, 'dry_run': False, 'image_no_motors': False, 'leave_arms_engaged': True, 'log': None, 'kp': 60.0, 'kd': 1.5}
t,step,cam_ms,policy_ms,loop_ms,clamp_hits,max_target_gap,target_kLeftShoulderPitch,target_kLeftShoulderRoll,target_kLeftShoulderYaw,target_kLeftElbow,target_kLeftWristRoll,target_kLeftWristPitch,target_kLeftWristYaw,target_kRightShoulderPitch,target_kRightShoulderRoll,target_kRightShoulderYaw,target_kRightElbow,target_kRightWristRoll,target_kRightWristPitch,target_kRightWristYaw,cmd_kLeftShoulderPitch,cmd_kLeftShoulderRoll,cmd_kLeftShoulderYaw,cmd_kLeftElbow,cmd_kLeftWristRoll,cmd_kLeftWristPitch,cmd_kLeftWristYaw,cmd_kRightShoulderPitch,cmd_kRightShoulderRoll,cmd_kRightShoulderYaw,cmd_kRightElbow,cmd_kRightWristRoll,cmd_kRightWristPitch,cmd_kRightWristYaw,imu.gyro_x,imu.gyro_y,imu.gyro_z,imu.pitch,imu.roll,imu.yaw,kLeftAnklePitch.dq,kLeftAnklePitch.q,kLeftAnklePitch.tau,kLeftAnkleRoll.dq,kLeftAnkleRoll.q,kLeftAnkleRoll.tau,kLeftElbow.dq,kLeftElbow.q,kLeftElbow.tau,kLeftHipPitch.dq,kLeftHipPitch.q,kLeftHipPitch.tau,kLeftHipRoll.dq,kLeftHipRoll.q,kLeftHipRoll.tau,kLeftHipYaw.dq,kLeftHipYaw.q,kLeftHipYaw.tau,kLeftKnee.dq,kLeftKnee.q,kLeftKnee.tau,kLeftShoulderPitch.dq,kLeftShoulderPitch.q,kLeftShoulderPitch.tau,kLeftShoulderRoll.dq,kLeftShoulderRoll.q,kLeftShoulderRoll.tau,kLeftShoulderYaw.dq,kLeftShoulderYaw.q,kLeftShoulderYaw.tau,kLeftWristPitch.dq,kLeftWristPitch.q,kLeftWristPitch.tau,kLeftWristRoll.dq,kLeftWristRoll.q,kLeftWristRoll.tau,kLeftWristYaw.dq,kLeftWristYaw.q,kLeftWristYaw.tau,kRightAnklePitch.dq,kRightAnklePitch.q,kRightAnklePitch.tau,kRightAnkleRoll.dq,kRightAnkleRoll.q,kRightAnkleRoll.tau,kRightElbow.dq,kRightElbow.q,kRightElbow.tau,kRightHipPitch.dq,kRightHipPitch.q,kRightHipPitch.tau,kRightHipRoll.dq,kRightHipRoll.q,kRightHipRoll.tau,kRightHipYaw.dq,kRightHipYaw.q,kRightHipYaw.tau,kRightKnee.dq,kRightKnee.q,kRightKnee.tau,kRightShoulderPitch.dq,kRightShoulderPitch.q,kRightShoulderPitch.tau,kRightShoulderRoll.dq,kRightShoulderRoll.q,kRightShoulderRoll.tau,kRightShoulderYaw.dq,kRightShoulderYaw.q,kRightShoulderYaw.tau,kRightWristPitch.dq,kRightWristPitch.q,kRightWristPitch.tau,kRightWristRoll.dq,kRightWristRoll.q,kRightWristRoll.tau,kRightWristYaw.dq,kRightWristYaw.q,kRightWristYaw.tau,kWaistYaw.dq,kWaistYaw.q,kWaistYaw.tau,mode_machine
0.3138,0,4.2,308.7,313.4,13,0.41189,0.10559,0.22803,-0.18678,1.40348,0.17327,0.00967,-0.12649,0.10976,-0.19426,0.15217,1.39727,-0.1775,0.27077,0.02035,0.26662,0.18849,-0.01838,1.00156,0.1098,0.06268,0.00321,0.27085,-0.19426,0.01358,0.99943,-0.12884,0.05755,0.00847,-0.00852,-0.00639,-0.01704,0.01374,0.01255,1.01115,0.00484,-0.2546,7.20611,-0.00274,-0.00172,-0.07557,-0.00307,0.99159,-0.4375,0.0,-0.22519,-5.71289,0.0,0.00163,0.79102,0.03257,-0.0079,1.2864,0.0,0.49663,-5.09766,-0.0092,0.27662,0.5625,0.00614,0.17849,1.375,0.00767,-0.00838,0.1875,0.0,0.07267,-0.15,-0.01534,0.09973,-0.0625,0.0,0.01321,0.075,-0.00377,-0.27683,11.99926,0.0065,0.00918,-1.71117,0.00767,0.98943,-0.0625,-0.03163,-0.18991,6.94336,0.00545,0.0135,-8.26172,0.012,0.00566,3.24396,-0.00109,0.44791,-6.15234,0.00153,0.28087,0.5625,0.00307,-0.19962,-1.1875,0.00767,0.00358,0.0625,0.0,0.04755,-0.0125,0.0,-0.11888,0.25,-0.00614,-0.00155,0.01875,-0.01543,-0.00185,-0.16779,5.0
0.3566,1,4.0,17.0,21.5,12,0.4036,0.10552,0.23848,-0.18568,1.40252,0.17394,0.00797,-0.11966,0.11206,-0.20244,0.15224,1.3974,-0.17702,0.2655,0.01436,0.25662,0.19849,-0.02838,1.01156,0.1198,0.05268,-0.00679,0.26085,-0.20244,0.02358,1.00943,-0.13884,0.06755,0.01436,-0.00852,-0.0,-0.00213,0.01356,0.01248,1.01096,0.00427,-0.2546,7.29533,-0.01287,-0.00174,-0.1279,0.36969,0.99892,-0.5,-0.03054,-0.22524,-5.80078,-0.00327,0.00161,0.61523,-0.01886,-0.00794,1.34233,-0.00654,0.49664,-5.00977,-0.2439,0.27223,-0.125,-0.03528,0.17746,0.5,-0.11505,-0.01051,-0.1875,0.03068,0.0703,-0.51875,0.20862,0.10436,-0.0625,-0.14113,0.00925,-0.1625,0.00109,-0.27678,12.17777,-0.0037,0.00914,-1.81416,0.46019,0.99708,-0.3125,-0.01636,-0.1898,6.94336,-0.01636,0.01349,-8.26172,-0.01028,0.00565,3.29989,0.012,0.44788,-5.88867,-0.18254,0.27577,0.0625,0.12425,-0.19663,-0.1875,0.04449,0.00501,0.625,0.07363,0.05071,0.3375,-0.22703,-0.12558,0.0,0.0859,0.00182,0.26875,0.01028,-0.00187,-0.16779,5.0
0.3918,2,3.6,19.0,23.0,12,0.39346,0.10649,0.24122,-0.1845,1.40351,0.17289,0.00691,-0.11865,0.11242,-0.20546,0.15127,1.39918,-0.17473,0.26326,0.01192,0.24662,0.20849,-0.03838,1.02156,0.1298,0.04268,-0.01679,0.25085,-0.20546,0.03358,1.01943,-0.14884,0.07755,0.01192,-0.00213,-0.00426,-0.01278,0.01326,0.01246,1.01094,0.00324,-0.25458,7.29533,0.00186,-0.00171,-0.1279,0.46019,1.01005,-0.625,-0.00327,-0.2252,-5.80078,-0.00327,0.00164,0.79102,-0.01714,-0.00795,1.2864,-0.01091,0.49687,-5.09766,-0.20862,0.26479,-0.3125,0.01534,0.17625,1.125,-0.36509,-0.0157,-0.0625,-0.17794,0.06839,-0.69375,0.24544,0.10918,0.125,-0.12885,0.00205,-0.3375,0.01876,-0.27644,12.17777,-0.0103,0.009,-1.81416,0.42491,1.0092,-0.4375,0.00982,-0.1898,6.76758,0.00436,0.01352,-8.26172,-0.00171,0.00566,3.24396,-0.00873,0.44791,-6.06445,-0.28532,0.26629,0.1875,0.02915,-0.19287,-0.75,0.33134,0.00785,0.625,0.38043,0.06005,-0.0625,-0.31447,-0.13249,-0.0625,0.24544,0.00461,0.29375,-0.03428,-0.00187,-0.16779,5.0
0.4324,3,4.0,24.8,29.8,12,0.37993,0.10872,0.24511,-0.18309,1.40311,0.17209,0.00694,-0.1131,0.1162,-0.21058,0.15139,1.39906,-0.17416,0.26205,0.00701,0.23662,0.21849,-0.04838,1.03156,0.1398,0.03268,-0.02679,0.24085,-0.21058,0.04358,1.02943,-0.15884,0.08755,0.00701,-0.00533,-0.00426,-0.00746,0.01294,0.01239,1.01092,0.01135,-0.25447,6.93949,0.01019,-0.00151,-0.12674,0.49087,1.02354,-0.875,0.0,-0.22523,-5.80078,0.00873,0.00167,0.79102,-0.00171,-0.00795,1.2864,-0.00109,0.49703,-5.27344,-0.39423,0.25415,0.0,0.02301,0.17685,1.625,-0.44179,-0.02859,0.1875,-0.47247,0.06298,-0.55,0.52922,0.1167,0.0,-0.31293,-0.00561,-0.24375,0.01652,-0.27615,11.90922,0.01373,0.00908,-1.76346,0.32367,1.01913,-0.3125,-0.01636,-0.18981,6.76758,-0.00218,0.01356,-8.26172,0.01543,0.00566,3.24396,0.01527,0.44793,-6.32812,-0.24697,0.25739,0.0625,0.0046,-0.1928,-0.9375,0.62433,0.02462,-0.25,0.28225,0.07097,0.03125,-0.53843,-0.13974,0.0625,0.04909,0.0114,-0.025,-0.00343,-0.00189,-0.22372,5.0
0.4701,4,3.8,20.6,25.3,12,0.3683,0.10824,0.25581,-0.18266,1.401,0.17245,0.0053,-0.10806,0.11702,-0.21955,0.15097,1.39544,-0.17484,0.25742,0.0019,0.22662,0.22849,-0.05838,1.04156,0.1498,0.02268,-0.03679,0.23085,-0.21955,0.05358,1.03943,-0.16884,0.09755,0.0019,-0.01065,-0.00426,0.00533,0.01253,0.01232,1.01102,0.00751,-0.25431,6.67288,-0.00917,-0.00128,-0.17791,0.26691,1.03395,-0.625,-0.01091,-0.22539,-5.80078,0.00764,0.00164,0.79102,0.00686,-0.00793,1.2864,-0.00109,0.49713,-5.53711,-0.29146,0.24363,-0.125,0.10124,0.17865,2.0625,-0.41111,-0.03767,0.0,-0.3927,0.0493,-0.45625,0.42184,0.1282,0.0,-0.17181,-0.01728,-0.31875,0.01337,-0.27574,11.63989,-0.00103,0.00915,-1.81653,0.28532,1.02713,-0.0625,0.0,-0.1898,6.76758,0.0,0.01351,-8.08594,0.024,0.00566,3.18803,0.00218,0.44785,-6.41602,-0.29299,0.24804,0.0625,0.05676,-0.18874,-1.5625,0.474,0.03807,-0.125,0.30066,0.08085,0.0,-0.32674,-0.14996,-0.1875,-0.12885,0.0113,-0.0625,0.024,-0.00165,-0.27965,5.0
0.5516,5,4.6,56.3,61.5,12,0.35808,0.11097,0.26842,-0.17598,1.40058,0.16846,0.00471,-0.10096,0.12159,-0.23169,0.14675,1.39832,-0.17032,0.25099,-0.00743,0.21662,0.23849,-0.06838,1.05156,0.1598,0.01268,-0.04679,0.22085,-0.22955,0.06358,1.04943,-0.17032,0.10755,-0.00743,-0.0032,0.0032,-0.01704,0.01228,0.01219,1.01097,0.0,-0.25424,6.67288,0.0,-0.00114,-0.17791,0.26845,1.0425,-0.5625,-0.024,-0.22571,-5.80078,-0.00654,0.0015,0.87891,0.0,-0.00773,1.2864,0.00218,0.4975,-5.71289,-0.1626,0.2349,-0.4375,0.15186,0.18362,2.25,-0.19175,-0.04993,-0.0625,-0.34361,0.03656,-0.35,0.24083,0.13934,0.125,-0.25771,-0.02765,-0.2,0.00427,-0.27541,11.36977,0.00182,0.00938,-1.97337,0.39577,1.04042,-0.5,0.03272,-0.18979,6.5918,0.00436,0.01323,-7.91016,-0.00514,0.00568,3.02024,0.00327,0.44774,-6.32812,-0.3835,0.23472,0.375,-0.09817,-0.18897,-1.8125,0.19021,0.04541,0.3125,0.0859,0.09223,0.2,-0.44025,-0.1604,0.0,-0.06136,0.00745,-0.2125,-0.00514,-0.00166,-0.11186,5.0
0.6176,6,3.6,50.5,55.0,9,0.34946,0.11231,0.27262,-0.17431,1.39805,0.16771,0.00401,-0.09751,0.12133,-0.23601,0.14591,1.39588,-0.1707,0.24987,-0.01067,0.20662,0.24849,-0.07838,1.06156,0.16771,0.00401,-0.05679,0.21085,-0.23601,0.07358,1.05943,-0.1707,0.11755,-0.01067,-0.00639,-0.00426,-0.01278,0.01236,0.01183,1.01074,0.00322,-0.25423,6.58418,-0.00551,-0.0011,-0.22966,0.37122,1.04858,-0.4375,0.00764,-0.22596,-5.80078,0.00764,0.0015,0.79102,0.00686,-0.00758,1.2864,0.00436,0.49762,-5.71289,-0.29452,0.22015,0.0625,0.18101,0.19014,2.5,-0.47093,-0.05721,0.0,-0.3252,0.02748,-0.375,0.3068,0.14747,0.125,-0.28839,-0.03821,-0.06875,-0.00216,-0.27501,11.36899,0.00371,0.00943,-2.07715,0.24083,1.04868,-0.125,0.00218,-0.1898,6.5918,-0.00982,0.01318,-7.99805,0.024,0.0057,3.02024,0.00654,0.44706,-6.24023,-0.17181,0.22367,0.1875,-0.22089,-0.19702,-1.8125,0.55684,0.05921,-0.3125,0.34361,0.09847,0.03125,-0.04602,-0.16903,-0.125,-0.42951,0.00315,0.0,-0.01886,-0.00182,-0.16779,5.0
0.6925,7,3.8,51.8,56.2,11,0.3422,0.11422,0.28662,-0.17127,1.40105,0.16765,0.00357,-0.08748,0.12726,-0.24962,0.1436,1.39968,-0.16826,0.24322,-0.02298,0.19662,0.25849,-0.08838,1.07156,0.16765,0.00357,-0.06679,0.20085,-0.24601,0.08358,1.06943,-0.16826,0.12755,-0.02067,0.00533,0.00852,-0.02024,0.01307,0.01192,1.01087,0.00697,-0.25422,7.02872,-0.01194,-0.00109,-0.17907,0.25157,1.06197,-0.5,-0.00982,-0.2262,-5.71289,-0.00327,0.00153,0.70312,0.01714,-0.00766,1.2864,-0.02618,0.49757,-5.27344,-0.23317,0.20445,0.3125,0.11198,0.19768,2.6875,-0.24544,-0.07294,0.1875,-0.28839,0.01498,-0.25625,0.16414,0.15847,0.125,-0.17794,-0.05073,-0.15,-0.0053,-0.27499,11.90765,-0.01105,0.00942,-1.971,0.21322,1.05749,0.0,0.00109,-0.18989,6.85547,0.01963,0.01325,-8.17383,0.0,0.0057,3.24396,-0.00436,0.44677,-5.71289,-0.12118,0.212,0.25,-0.21016,-0.2033,-1.75,0.40957,0.06946,-0.125,0.11658,0.11347,0.06875,-0.0092,-0.16989,-0.1875,-0.03682,-0.00636,-0.18125,0.02057,-0.00194,-0.22372,5.0
0.7539,8,3.8,29.6,34.8,9,0.33057,0.11428,0.28916,-0.17142,1.3995,0.16809,0.00296,-0.08844,0.12788,-0.25157,0.14187,1.39982,-0.1667,0.24134,-0.02295,0.18662,0.26849,-0.09838,1.08156,0.16809,0.00296,-0.07679,0.19085,-0.25157,0.09358,1.07943,-0.1667,0.13755,-0.02295,0.00107,-0.0,-0.00852,0.01377,0.01182,1.01088,0.00108,-0.25422,7.20664,0.00185,-0.00107,-0.17965,0.17794,1.06892,-0.1875,-0.03054,-0.22649,-5.625,-0.00654,0.00154,0.87891,0.01886,-0.00763,1.2864,-0.01309,0.49755,-5.09766,-0.15647,0.19484,0.125,0.14573,0.2038,2.875,-0.30833,-0.08546,0.375,0.01227,0.00745,-0.25625,0.00614,0.16483,0.0,-0.19635,-0.06219,0.0125,-0.00426,-0.27498,12.17777,-0.00366,0.00946,-1.81416,0.19021,1.06951,-0.0625,-0.00654,-0.18992,6.76758,0.0,0.01325,-8.08594,-0.00171,0.00568,3.18803,-0.00109,0.44629,-5.53711,-0.17487,0.20314,0.25,-0.09971,-0.21182,-2.0,0.14266,0.08171,0.0,0.1534,0.12231,0.10625,0.0092,-0.16956,0.0,-0.03068,-0.01301,-0.38125,-0.03428,-0.00198,-0.16779,5.0
0.7962,9,4.4,24.8,30.2,8,0.32509,0.11506,0.29547,-0.17003,1.40047,0.16821,0.00288,-0.08458,0.12901,-0.2572,0.14154,1.40116,-0.16683,0.23738,-0.02602,0.17662,0.27849,-0.10838,1.09156,0.16821,0.00288,-0.08458,0.18085,-0.2572,0.10358,1.08943,-0.16683,0.14755,-0.02602,-0.00533,-0.01704,-0.01917,0.0137,0.01173,1.0108,-2e-05,-0.25421,7.20664,-0.00737,-0.00106,-0.17965,0.32214,1.07538,-0.1875,0.00218,-0.22647,-5.71289,-0.012,0.00153,0.79102,0.00857,-0.00762,1.2864,0.01309,0.49756,-5.36133,-0.21476,0.19032,-0.0625,0.17794,0.20825,3.25,-0.30986,-0.0921,0.1875,-0.06136,0.00662,-0.15,0.03988,0.16511,0.0,-0.20249,-0.06854,-0.24375,0.0027,-0.27496,11.90844,-0.00649,0.00946,-1.86723,0.30373,1.07792,-0.125,0.00545,-0.18996,6.76758,0.00873,0.01326,-8.08594,-0.00171,0.00569,3.07617,0.00218,0.4463,-5.625,-0.13806,0.19563,0.0,-0.16414,-0.21627,-2.0,0.30833,0.08554,0.1875,0.38043,0.13062,-0.0875,-0.01534,-0.1693,0.0,-0.05522,-0.01508,-0.34375,0.0,-0.00256,-0.22372,5.0
