t,mode_machine,kLeftShoulderPitch.q,kLeftShoulderPitch.dq,kLeftShoulderPitch.tau,kLeftShoulderRoll.q,kLeftShoulderRoll.dq,kLeftShoulderRoll.tau,kLeftShoulderYaw.q,kLeftShoulderYaw.dq,kLeftShoulderYaw.tau,kLeftElbow.q,kLeftElbow.dq,kLeftElbow.tau,kLeftWristRoll.q,kLeftWristRoll.dq,kLeftWristRoll.tau,kLeftWristPitch.q,kLeftWristPitch.dq,kLeftWristPitch.tau,kLeftWristYaw.q,kLeftWristYaw.dq,kLeftWristYaw.tau,kRightShoulderPitch.q,kRightShoulderPitch.dq,kRightShoulderPitch.tau,kRightShoulderRoll.q,kRightShoulderRoll.dq,kRightShoulderRoll.tau,kRightShoulderYaw.q,kRightShoulderYaw.dq,kRightShoulderYaw.tau,kRightElbow.q,kRightElbow.dq,kRightElbow.tau,kRightWristRoll.q,kRightWristRoll.dq,kRightWristRoll.tau,kRightWristPitch.q,kRightWristPitch.dq,kRightWristPitch.tau,kRightWristYaw.q,kRightWristYaw.dq,kRightWristYaw.tau,kLeftHipPitch.q,kLeftHipPitch.dq,kLeftHipPitch.tau,kLeftHipRoll.q,kLeftHipRoll.dq,kLeftHipRoll.tau,kLeftHipYaw.q,kLeftHipYaw.dq,kLeftHipYaw.tau,kLeftKnee.q,kLeftKnee.dq,kLeftKnee.tau,kLeftAnklePitch.q,kLeftAnklePitch.dq,kLeftAnklePitch.tau,kLeftAnkleRoll.q,kLeftAnkleRoll.dq,kLeftAnkleRoll.tau,kRightHipPitch.q,kRightHipPitch.dq,kRightHipPitch.tau,kRightHipRoll.q,kRightHipRoll.dq,kRightHipRoll.tau,kRightHipYaw.q,kRightHipYaw.dq,kRightHipYaw.tau,kRightKnee.q,kRightKnee.dq,kRightKnee.tau,kRightAnklePitch.q,kRightAnklePitch.dq,kRightAnklePitch.tau,kRightAnkleRoll.q,kRightAnkleRoll.dq,kRightAnkleRoll.tau,kWaistYaw.q,kWaistYaw.dq,kWaistYaw.tau,imu.roll,imu.pitch,imu.yaw,imu.gyro_x,imu.gyro_y,imu.gyro_z
0.0,5.0,0.0,0.004601942375302315,-0.125,0.0,-0.004601942375302315,0.0,0.0,0.006135923322290182,0.0,0.0,0.006135923322290182,-0.1875,0.0,-0.016873789951205254,0.0,0.0,0.0,0.02500000037252903,0.0,0.0,-0.09375,0.0,-0.003067961661145091,0.0,0.0,0.019941750913858414,-0.0625,0.0,0.00920388475060463,0.125,0.0,0.0,0.125,0.0,-0.003067961661145091,0.0,0.0,0.0,0.0,0.0,0.006135923322290182,0.04374999925494194,-0.001745329238474369,0.002181661780923605,0.0,-0.020943952724337578,0.006544985342770815,-0.263671875,0.0,0.011999139562249184,0.1677911877632141,0.0,0.0010908308904618025,-0.263671875,-2.4015107237311485e-16,-0.002728738822042942,0.0,3.715521669834013e-16,-0.01111682876944542,0.0,-0.001745329238474369,0.006544985342770815,-0.263671875,0.0,-0.0010908308904618025,-0.263671875,0.0,-0.010284976102411747,0.0,0.0,0.00872664712369442,0.3515625,-2.4015107237311485e-16,-0.002767229685559869,0.1739290952682495,-3.715521669834013e-16,-0.0008690591785125434,-0.1125430092215538,0.0,-0.0051424880512058735,0.0,0.02397477813065052,-0.057374462485313416,0.003458993975073099,-0.0,0.0021305286791175604,-0.010652642697095871
0.020119576000070083,5.0,0.10502974689006805,-0.00920388475060463,-0.125,0.1128554493188858,0.003067961661145091,0.0,-0.16562199592590332,-0.006135923322290182,-0.0625,1.4793447256088257,-0.00920388475060463,-0.1875,-0.751434862613678,-0.00920388475060463,0.0,0.011660651303827763,-0.006135923322290182,0.02500000037252903,-0.07111439108848572,-0.006135923322290182,-0.09375,0.15506389737129211,0.01840776950120926,0.0625,0.011576761491596699,0.012271846644580364,-0.0625,-0.8330354690551758,0.01840776950120926,0.125,1.3359415531158447,-0.0076699042692780495,0.125,-0.6381120681762695,-0.013805828057229519,0.0,-0.01900698058307171,0.0,0.0,0.10284861922264099,0.012271846644580364,0.04374999925494194,-0.021542202681303024,-0.020725786685943604,0.0,0.002926493063569069,-0.0032724926713854074,-0.263671875,0.06600865721702576,0.0068566505797207355,0.1677911877632141,0.6808658838272095,-0.005454154219478369,-0.17578125,-0.6082138419151306,0.0036765204276889563,0.0,-0.003509442089125514,0.01087605208158493,0.0,0.022269990295171738,0.01745329424738884,-0.3515625,-0.0026929883752018213,-0.00436332356184721,-0.263671875,-0.010084097273647785,-0.011999139562249184,0.0,0.625531792640686,-0.0010908308904618025,0.263671875,-0.6404033899307251,-0.0016842372715473175,0.21768702566623688,0.006214737892150879,-0.0052538481540977955,-0.10628098994493484,0.15795740485191345,-0.0017141626449301839,0.0,0.02400628663599491,-0.05736355483531952,0.0034062627237290144,-0.0053263213485479355,-0.0053263213485479355,-0.011717907153069973
0.04011521099982929,5.0,0.10502974689006805,0.0,-0.125,0.1128554493188858,-0.003067961661145091,0.0,-0.16563397645950317,-0.006135923322290182,-0.0625,1.4793447256088257,0.003067961661145091,-0.1875,-0.7514228820800781,-0.004601942375302315,0.0,0.011672635562717915,0.012271846644580364,0.02500000037252903,-0.07110241055488586,0.006135923322290182,-0.08124999701976776,0.15507587790489197,0.006135923322290182,0.0,0.011564777232706547,-0.004601942375302315,-0.0625,-0.8330234885215759,0.013805828057229519,0.125,1.3359295129776,-0.012271846644580364,0.125,-0.6380881071090698,0.00920388475060463,0.0,-0.01900698058307171,0.0,0.0,0.10282465070486069,-0.006135923322290182,0.04374999925494194,-0.021533682942390442,-0.002181661780923605,0.0,0.0029094479978084564,-0.007635816000401974,-0.263671875,0.06602204591035843,0.0,0.1677911877632141,0.6808829307556152,-0.002181661780923605,-0.263671875,-0.6082138419151306,-0.004097455646842718,0.0,-0.003509442089125514,-0.008197396993637085,0.0,0.022269990295171738,0.005454154219478369,-0.3515625,-0.0026844663079828024,0.005454154219478369,-0.263671875,-0.010084097273647785,0.0,0.0,0.625531792640686,-0.002181661780923605,0.263671875,-0.6404068470001221,-0.0008508815662935376,0.10566262900829315,0.006221742834895849,-0.0017427940620109439,-0.16161060333251953,0.15797080099582672,-0.029140764847397804,0.0,0.0239937175065279,-0.05741150677204132,0.0034296729136258364,-0.009587379172444344,-0.008522114716470242,-0.009587379172444344
0.060120039000139514,5.0,0.10502974689006805,0.004601942375302315,-0.125,0.1128554493188858,0.006135923322290182,-0.0625,-0.16563397645950317,-0.006135923322290182,-0.0625,1.4793328046798706,0.012271846644580364,-0.1875,-0.751434862613678,-0.0076699042692780495,0.0,0.011660651303827763,-0.01840776950120926,0.02500000037252903,-0.07110241055488586,0.01840776950120926,-0.09375,0.15506389737129211,0.003067961661145091,0.0,0.011576761491596699,0.00920388475060463,-0.0625,-0.8330474495887756,-0.0015339808305725455,0.125,1.3359534740447998,0.0,0.125,-0.6381120681762695,-0.00920388475060463,0.0,-0.01900698058307171,0.0,0.0,0.10283663868904114,0.0,0.04374999925494194,-0.021550726145505905,-0.015271632000803947,0.0,0.002926493063569069,0.0010908308904618025,-0.263671875,0.06602204591035843,-0.0051424880512058735,0.1677911877632141,0.6808829307556152,0.007635816000401974,-0.17578125,-0.6082172989845276,-0.0017524159047752619,-0.10573785752058029,-0.003502538660541177,0.0035356662701815367,-0.05240786075592041,0.022261470556259155,-0.005454154219478369,-0.263671875,-0.002701510675251484,-0.0032724926713854074,-0.263671875,-0.01007070578634739,0.0017141626449301839,0.0,0.625531792640686,0.0032724926713854074,0.3515625,-0.6404033899307251,0.0048726340755820274,0.21768702566623688,0.006214737892150879,-0.009865494444966316,-0.10628098994493484,0.15797080099582672,0.0,-0.11186079680919647,0.02400749735534191,-0.05739220231771469,0.003489912021905184,-0.009587379172444344,-0.0010652643395587802,-0.013848436065018177
0.08011323500022627,5.0,0.10502974689006805,-0.003067961661145091,-0.125,0.1128554493188858,0.003067961661145091,0.0,-0.16563397645950317,0.0,-0.0625,1.4793447256088257,0.0015339808305725455,-0.1875,-0.7514228820800781,0.0076699042692780495,0.0,0.011660651303827763,-0.006135923322290182,0.02500000037252903,-0.07111439108848572,-0.012271846644580364,-0.09375,0.15507587790489197,0.003067961661145091,0.0,0.011564777232706547,-0.004601942375302315,-0.0625,-0.8330234885215759,0.004601942375302315,0.125,1.3359534740447998,-0.003067961661145091,0.125,-0.6381120681762695,-0.004601942375302315,0.0,-0.01900698058307171,0.0,0.01875000074505806,0.10282465070486069,-0.006135923322290182,0.04374999925494194,-0.021533682942390442,0.0010908308904618025,0.0,0.002926493063569069,0.009817477315664291,-0.263671875,0.06602204591035843,0.015427465550601482,0.1677911877632141,0.6808744072914124,0.010908308438956738,-0.263671875,-0.6082172989845276,-0.0009448833297938108,-0.10573785752058029,-0.003502538660541177,-0.005411120597273111,-0.05240786075592041,0.022269990295171738,-0.005454154219478369,-0.3515625,-0.0026929883752018213,-0.00872664712369442,-0.263671875,-0.01007070578634739,0.018855789676308632,0.0,0.625531792640686,0.0,0.3515625,-0.6404033899307251,0.00248254113830626,0.21768702566623688,0.006214737892150879,0.012301422655582428,-0.10628098994493484,0.15795740485191345,-0.02571243979036808,-0.11186079680919647,0.024002432823181152,-0.05746810510754585,0.003470085561275482,-0.008522114716470242,-0.0031957929022610188,-0.0074568502604961395
0.10010552299991105,5.0,0.1050177663564682,-0.012271846644580364,-0.125,0.1128554493188858,0.0015339808305725455,0.0,-0.16561001539230347,0.013805828057229519,0.0,1.4793447256088257,-0.013805828057229519,-0.1875,-0.751434862613678,-0.015339808538556099,0.0,0.011672635562717915,0.006135923322290182,0.02500000037252903,-0.07111439108848572,0.0,-0.08124999701976776,0.15507587790489197,0.019941750913858414,0.0,0.011564777232706547,-0.016873789951205254,-0.0625,-0.8330354690551758,0.0015339808305725455,0.125,1.3359415531158447,-0.0015339808305725455,0.125,-0.6381120681762695,0.0015339808305725455,0.0,-0.01900698058307171,0.0,0.0,0.10282465070486069,-0.006135923322290182,0.04374999925494194,-0.021533682942390442,-0.007635816000401974,0.0,0.002917969599366188,-0.002181661780923605,-0.263671875,0.06600865721702576,0.0017141626449301839,0.1677911877632141,0.6808829307556152,-0.0010908308904618025,-0.17578125,-0.6082174181938171,-0.0023450397420674562,0.0,-0.003516555530950427,-0.011733063496649265,0.0,0.022261470556259155,-0.00872664712369442,-0.3515625,-0.002701510675251484,-0.009817477315664291,-0.263671875,-0.01007070578634739,0.011999139562249184,0.0,0.625531792640686,0.006544985342770815,0.3515625,-0.6404033899307251,-0.004412141162902117,0.21768702566623688,0.006214737892150879,0.007200371008366346,-0.10628098994493484,0.15797080099582672,0.015427465550601482,-0.11186079680919647,0.024013202637434006,-0.05741816759109497,0.0034842246677726507,-0.0,0.0053263213485479355,-0.012783171609044075
0.12010202300007222,5.0,0.1050177663564682,0.0,-0.125,0.1128554493188858,-0.004601942375302315,0.0,-0.16563397645950317,0.003067961661145091,-0.0625,1.4793447256088257,0.0,-0.1875,-0.751434862613678,-0.00920388475060463,0.0,0.011672635562717915,0.006135923322290182,0.02500000037252903,-0.07111439108848572,0.0,-0.08124999701976776,0.15505190193653107,0.0076699042692780495,0.0,0.011564777232706547,0.010737866163253784,-0.0625,-0.8330594301223755,-0.004601942375302315,0.125,1.3359415531158447,0.0015339808305725455,0.125,-0.6380881071090698,0.010737866163253784,0.0,-0.01900698058307171,0.0,0.0,0.10283663868904114,0.006135923322290182,0.04374999925494194,-0.021542202681303024,-0.006544985342770815,0.0,0.002926493063569069,0.00436332356184721,-0.263671875,0.06600865721702576,-0.010284976102411747,0.1677911877632141,0.6808744072914124,-0.010908308438956738,-0.17578125,-0.6082138419151306,-0.0031354031525552273,-0.10573785752058029,-0.003509442089125514,-0.000991538050584495,-0.05240786075592041,0.022269990295171738,0.005454154219478369,-0.3515625,-0.002701510675251484,-0.002181661780923605,-0.263671875,-0.01007070578634739,0.008570813573896885,0.0,0.625531792640686,0.00436332356184721,0.3515625,-0.6404033899307251,0.0017718668095767498,0.10566262900829315,0.006214737892150879,-0.0035874522291123867,-0.16161060333251953,0.15795740485191345,-0.023998279124498367,0.0,0.02406485006213188,-0.05745719000697136,0.003494591685011983,-0.0074568502604961395,-0.0021305286791175604,-0.0031957929022610188
0.1401124770000024,5.0,0.10502974689006805,0.0015339808305725455,-0.125,0.1128554493188858,0.0,-0.0625,-0.16563397645950317,-0.00920388475060463,-0.0625,1.4793567657470703,-0.004601942375302315,-0.1875,-0.7514228820800781,0.003067961661145091,0.0,0.011660651303827763,-0.006135923322290182,0.02500000037252903,-0.07110241055488586,0.006135923322290182,-0.08124999701976776,0.15507587790489197,0.0,0.0,0.011576761491596699,0.0076699042692780495,-0.0625,-0.8330354690551758,0.0,0.125,1.3359415531158447,-0.010737866163253784,0.125,-0.6381120681762695,0.003067961661145091,0.0,-0.01900698058307171,0.0,0.0,0.10281267017126083,-0.012271846644580364,0.04374999925494194,-0.021533682942390442,-0.011999139562249184,0.0,0.0029094479978084564,-0.00872664712369442,-0.263671875,0.06602204591035843,0.0068566505797207355,0.1677911877632141,0.6808744072914124,0.005454154219478369,-0.263671875,-0.6082101464271545,0.000369428627891466,-0.10573785752058029,-0.0034883113112300634,-0.008062870241701603,-0.05240786075592041,0.022261470556259155,-0.002181661780923605,-0.263671875,-0.002701510675251484,0.0032724926713854074,-0.263671875,-0.01007070578634739,-0.008570813573896885,0.0,0.625531792640686,0.006544985342770815,0.3515625,-0.6404033899307251,-0.0017368149710819125,0.10566262900829315,0.006214737892150879,5.093204526929185e-05,-0.16161060333251953,0.15795740485191345,-0.013713301159441471,0.0,0.024013344198465347,-0.05749630182981491,0.0035241430159658194,-0.0053263213485479355,-0.0053263213485479355,-0.0053263213485479355
0.16055672299989965,5.0,0.10502974689006805,0.0,-0.125,0.11286742985248566,-0.0015339808305725455,0.0,-0.16562199592590332,0.00920388475060463,-0.0625,1.4793447256088257,-0.012271846644580364,-0.1875,-0.751434862613678,-0.004601942375302315,0.0,0.011660651303827763,-0.01840776950120926,0.02500000037252903,-0.07110241055488586,0.006135923322290182,-0.09375,0.1550399214029312,-0.003067961661145091,0.0,0.011564777232706547,-0.015339808538556099,-0.0625,-0.8330234885215759,0.0,0.125,1.3359415531158447,-0.004601942375302315,0.125,-0.6381120681762695,-0.015339808538556099,0.0,-0.01901896484196186,-0.012271846644580364,0.0,0.10283663868904114,0.012271846644580364,0.05624999850988388,-0.02152515947818756,-0.00872664712369442,0.0,0.002926493063569069,-0.00872664712369442,-0.263671875,0.06600865721702576,-0.0051424880512058735,0.1677911877632141,0.6808744072914124,-0.00436332356184721,-0.263671875,-0.6082137227058411,-0.00402878038585186,-0.10573785752058029,-0.00349542498588562,-0.001018443377688527,-0.05240786075592041,0.022269990295171738,0.002181661780923605,-0.263671875,-0.002701510675251484,0.0010908308904618025,-0.263671875,-0.010084097273647785,-0.027426602318882942,0.0,0.625531792640686,-0.0032724926713854074,0.3515625,-0.640403687953949,0.0017543408321216702,0.10566262900829315,0.0062423585914075375,-0.0018191920826211572,-0.16161060333251953,0.15797080099582672,-0.0068566505797207355,0.0,0.02407509833574295,-0.05756823346018791,0.0035168365575373173,0.0021305286791175604,0.0010652643395587802,-0.0074568502604961395
0.18052561700005754,5.0,0.1050177663564682,-0.012271846644580364,-0.125,0.1128554493188858,-0.006135923322290182,-0.0625,-0.16562199592590332,0.003067961661145091,-0.0625,1.4793447256088257,0.0,-0.1875,-0.7514109015464783,0.0,0.0,0.011660651303827763,0.0,0.02500000037252903,-0.07110241055488586,0.006135923322290182,-0.08124999701976776,0.15505190193653107,0.003067961661145091,0.0625,0.011576761491596699,-0.00920388475060463,-0.0625,-0.8330234885215759,-0.00920388475060463,0.125,1.3359415531158447,0.012271846644580364,0.125,-0.6381000876426697,0.0,0.0,-0.01900698058307171,0.0,0.0,0.10283663868904114,0.006135923322290182,0.04374999925494194,-0.021533682942390442,0.002181661780923605,0.0,0.002917969599366188,-0.00436332356184721,-0.263671875,0.06602204591035843,0.0034283252898603678,0.1677911877632141,0.6808744072914124,0.0010908308904618025,-0.17578125,-0.6082101464271545,0.001872597960755229,-0.10573785752058029,-0.0034883113112300634,0.009027503430843353,-0.05240786075592041,0.022269990295171738,-0.00436332356184721,-0.3515625,-0.002701510675251484,-0.0010908308904618025,-0.263671875,-0.010084097273647785,0.022284114733338356,0.0,0.625531792640686,0.010908308438956738,0.263671875,-0.6404068470001221,-0.003881544806063175,0.21768702566623688,0.006221742834895849,-0.0025377930141985416,-0.10628098994493484,0.15797080099582672,-0.008570813573896885,0.0,0.024083327502012253,-0.05760151520371437,0.0034813908860087395,-0.004261057358235121,-0.0010652643395587802,-0.009587379172444344
